YEAR,DOY,Hour,"BZ, nT (GSE)","SW Proton Density, N/cm^3","SW Plasma Speed, km/s",Flow pressure,E elecrtric field,"Dst-index, nT"
2001,1,0,-1.2,999.9,290.0,99.99,0.2,-6
2001,1,1,-1.4,999.9,292.0,99.99,0.35,-2
2001,1,2,-1.8,999.9,287.0,99.99,0.49,2
2001,1,3,-1.8,999.9,286.0,99.99,0.49,4
2001,1,4,-1.4,999.9,286.0,99.99,0.37,1
2001,1,5,-2.3,999.9,283.0,99.99,0.65,0
2001,1,6,-2.2,999.9,280.0,99.99,0.62,1
2001,1,7,-2.3,999.9,279.0,99.99,0.64,0
2001,1,8,-1.7,999.9,276.0,99.99,0.47,-2
2001,1,9,-2.0,999.9,279.0,99.99,0.53,-7
2001,1,10,-2.3,999.9,280.0,99.99,0.62,-7
2001,1,11,-1.0,999.9,279.0,99.99,0.2,1
2001,1,12,-1.4,999.9,279.0,99.99,0.33,5
2001,1,13,0.1,999.9,282.0,99.99,-0.06,9
2001,1,14,0.9,999.9,279.0,99.99,-0.25,12
2001,1,15,0.2,999.9,281.0,99.99,-0.06,13
2001,1,16,0.9,999.9,276.0,99.99,-0.25,9
2001,1,17,2.3,999.9,275.0,99.99,-0.63,4
2001,1,18,4.0,999.9,278.0,99.99,-1.11,5
2001,1,19,-1.4,999.9,278.0,99.99,0.53,4
2001,1,20,1.7,999.9,283.0,99.99,-0.34,2
2001,1,21,-0.4,999.9,286.0,99.99,0.03,5
2001,1,22,-1.5,999.9,287.0,99.99,0.03,4
2001,1,23,-0.9,999.9,287.0,99.99,-0.17,-1
2001,2,0,0.0,999.9,285.0,99.99,-0.37,-3
2001,2,1,-1.8,999.9,284.0,99.99,0.23,-1
2001,2,2,0.3,999.9,279.0,99.99,-0.36,3
2001,2,3,0.0,999.9,278.0,99.99,-0.19,7
2001,2,4,-0.6,999.9,282.0,99.99,0.08,9
2001,2,5,-0.5,999.9,278.0,99.99,0.14,11
2001,2,6,-1.1,999.9,277.0,99.99,0.3,15
2001,2,7,-0.4,999.9,279.0,99.99,0.14,14
2001,2,8,1.1,999.9,274.0,99.99,-0.25,11
2001,2,9,1.4,999.9,271.0,99.99,-0.35,8
2001,2,10,2.0,999.9,270.0,99.99,-0.49,8
2001,2,11,2.6,999.9,268.0,99.99,-0.67,8
2001,2,12,2.4,999.9,266.0,99.99,-0.64,8
2001,2,13,2.3,999.9,265.0,99.99,-0.58,8
2001,2,14,2.2,999.9,281.0,99.99,-0.62,16
2001,2,15,1.1,999.9,286.0,99.99,-0.34,16
2001,2,16,1.1,999.9,289.0,99.99,-0.4,14
2001,2,17,-0.7,999.9,291.0,99.99,0.03,15
2001,2,18,1.4,999.9,297.0,99.99,-0.62,17
2001,2,19,6.6,999.9,303.0,99.99,-2.12,19
2001,2,20,4.7,999.9,299.0,99.99,-1.76,22
2001,2,21,-6.1,999.9,302.0,99.99,1.51,24
2001,2,22,4.9,15.8,323.0,3.08,-1.58,17
2001,2,23,8.1,19.2,332.0,3.97,-2.82,18
2001,3,0,2.7,17.8,332.0,3.76,-1.29,17
2001,3,1,-6.1,27.9,333.0,6.18,1.7,25
2001,3,2,-10.0,20.2,333.0,4.29,3.3,11
2001,3,3,-9.2,19.7,332.0,4.03,2.92,-3
2001,3,4,-6.7,15.4,340.0,3.58,2.04,-21
2001,3,5,-4.9,8.0,346.0,2.0,1.52,-35
2001,3,6,1.5,11.7,351.0,2.91,-0.53,-33
2001,3,7,5.0,12.6,366.0,3.21,-1.83,-21
2001,3,8,3.0,11.5,356.0,2.76,-1.0,-15
2001,3,9,-1.3,10.4,352.0,2.43,0.6,-17
2001,3,10,-2.2,10.3,347.0,2.39,0.83,-23
2001,3,11,0.7,9.6,353.0,2.24,-0.21,-21
2001,3,12,-1.2,10.0,346.0,2.22,0.52,-12
2001,3,13,3.1,10.1,343.0,2.25,-1.06,-8
2001,3,14,1.7,10.3,344.0,2.21,-0.58,-5
2001,3,15,4.7,10.1,355.0,2.3,-1.7,-1
2001,3,16,4.4,10.1,361.0,2.44,-1.59,-1
2001,3,17,4.7,9.9,361.0,2.33,-1.55,-1
2001,3,18,4.3,9.7,365.0,2.39,-1.5,1
2001,3,19,2.8,10.8,369.0,2.7,-0.96,2
2001,3,20,1.6,9.9,359.0,2.31,-0.65,0
2001,3,21,0.3,9.6,357.0,2.22,-0.07,-4
2001,3,22,-1.8,8.7,357.0,1.97,0.54,-7
2001,3,23,-2.1,7.6,366.0,1.85,0.48,-8
2001,4,0,-1.1,7.9,382.0,2.14,0.11,-9
2001,4,1,-1.9,11.4,399.0,3.3,0.4,-2
2001,4,2,-1.5,12.7,401.0,3.68,0.12,-1
2001,4,3,2.7,12.6,394.0,3.48,-1.26,0
2001,4,4,2.7,12.9,396.0,3.57,-1.19,2
2001,4,5,-2.1,13.6,389.0,3.64,0.7,4
2001,4,6,-1.7,13.7,386.0,3.72,0.62,0
2001,4,7,-0.1,12.9,382.0,3.51,0.11,-2
2001,4,8,0.3,13.2,384.0,3.61,-0.04,-4
2001,4,9,-0.4,12.3,402.0,3.86,0.28,-4
2001,4,10,8.6,5.6,409.0,1.7,-3.15,-7
2001,4,11,10.2,10.4,402.0,3.03,-4.06,1
2001,4,12,6.6,13.8,414.0,4.19,-2.94,4
2001,4,13,8.4,13.9,420.0,4.39,-3.65,5
2001,4,14,1.9,20.0,426.0,6.57,-0.81,7
2001,4,15,0.5,20.9,429.0,6.86,-0.13,4
2001,4,16,1.7,24.1,430.0,7.95,-0.56,13
2001,4,17,1.6,16.8,431.0,5.5,-0.43,4
2001,4,18,7.2,5.4,425.0,1.8,-2.63,-10
2001,4,19,2.5,6.2,419.0,2.02,-0.46,-9
2001,4,20,1.9,3.5,413.0,1.14,0.08,-10
2001,4,21,1.1,3.3,407.0,1.06,0.45,-10
2001,4,22,1.1,3.6,400.0,1.15,0.28,-9
2001,4,23,1.9,4.2,396.0,1.27,-0.08,-8
2001,5,0,0.6,3.6,399.0,1.09,0.48,-8
2001,5,1,0.9,3.2,409.0,1.04,0.37,-8
2001,5,2,2.4,3.2,395.0,1.02,-0.43,-7
2001,5,3,1.6,3.7,391.0,1.1,-0.23,-4
2001,5,4,-1.2,3.0,399.0,0.9,0.8,-5
2001,5,5,-1.4,2.9,396.0,0.84,0.71,-6
2001,5,6,-0.9,2.8,392.0,0.79,0.39,-5
2001,5,7,-0.8,2.8,395.0,0.8,0.28,-7
2001,5,8,-0.1,2.3,392.0,0.66,-0.08,-8
2001,5,9,-1.3,2.5,389.0,0.7,0.43,-9
2001,5,10,-0.9,2.5,384.0,0.69,0.27,-10
2001,5,11,-1.2,2.8,394.0,0.81,0.43,-6
2001,5,12,-0.6,2.3,405.0,0.7,0.16,-5
2001,5,13,-0.1,2.2,409.0,0.71,-0.0,-6
2001,5,14,0.6,2.3,418.0,0.78,-0.25,-5
2001,5,15,1.0,2.5,413.0,0.84,-0.33,-4
2001,5,16,0.0,2.9,419.0,0.98,0.21,-4
2001,5,17,-1.2,2.8,399.0,0.84,0.72,-8
2001,5,18,-1.2,2.3,380.0,0.62,0.68,-14
2001,5,19,2.4,2.6,416.0,0.9,-0.67,-12
2001,5,20,0.7,2.7,411.0,0.93,0.08,-8
2001,5,21,-1.8,3.5,414.0,1.21,1.24,-4
2001,5,22,-2.2,4.5,432.0,1.63,1.6,-8
2001,5,23,-2.4,4.0,411.0,1.3,1.73,-10
2001,6,0,0.1,4.5,411.0,1.44,0.78,-12
2001,6,1,0.6,4.1,408.0,1.29,0.45,-11
2001,6,2,2.5,3.9,410.0,1.23,-0.41,-7
2001,6,3,2.5,4.2,404.0,1.33,-0.57,-3
2001,6,4,3.3,4.9,408.0,1.6,-1.06,0
2001,6,5,4.8,4.9,404.0,1.55,-1.82,1
2001,6,6,-3.0,4.8,388.0,1.4,1.2,0
2001,6,7,0.7,4.8,395.0,1.48,-0.32,-4
2001,6,8,2.8,5.6,396.0,1.73,-1.19,-5
2001,6,9,1.7,5.2,388.0,1.54,-0.78,-5
2001,6,10,0.0,4.6,384.0,1.34,-0.15,-5
2001,6,11,-0.5,4.5,385.0,1.33,0.04,-3
2001,6,12,0.7,4.8,383.0,1.39,-0.38,0
2001,6,13,-0.1,4.7,381.0,1.34,-0.0,-1
2001,6,14,0.3,5.1,385.0,1.46,-0.08,0
2001,6,15,-1.8,3.6,365.0,0.93,0.73,-1
2001,6,16,0.1,3.7,375.0,0.99,0.11,-1
2001,6,17,1.1,4.6,377.0,1.24,-0.15,2
2001,6,18,0.5,5.2,358.0,1.26,0.18,1
2001,6,19,0.4,5.2,348.0,1.18,0.24,1
2001,6,20,0.0,5.4,346.0,1.22,0.45,0
2001,6,21,-0.7,5.1,349.0,1.16,0.73,2
2001,6,22,0.2,5.9,348.0,1.33,0.52,4
2001,6,23,0.0,6.2,350.0,1.37,0.67,4
2001,7,0,-1.3,5.8,360.0,1.37,1.19,3
2001,7,1,-0.6,5.9,362.0,1.39,0.94,2
2001,7,2,-1.4,6.4,360.0,1.48,1.12,2
2001,7,3,-2.4,5.6,357.0,1.28,1.36,0
2001,7,4,-2.6,6.1,353.0,1.37,1.27,-3
2001,7,5,-3.8,5.6,350.0,1.23,1.54,-6
2001,7,6,-4.5,5.4,347.0,1.17,1.67,-8
2001,7,7,-1.9,5.9,350.0,1.29,0.67,-8
2001,7,8,-2.3,5.7,353.0,1.26,0.71,-10
2001,7,9,-0.1,4.5,359.0,1.05,-0.11,-10
2001,7,10,0.9,4.6,358.0,1.09,-0.47,-9
2001,7,11,1.3,4.9,359.0,1.21,-0.61,-7
2001,7,12,0.2,5.1,358.0,1.26,-0.18,-4
2001,7,13,1.6,5.2,367.0,1.36,-0.62,-5
2001,7,14,1.3,5.6,366.0,1.49,-0.44,-5
2001,7,15,0.2,6.0,369.0,1.62,-0.0,-1
2001,7,16,-0.8,5.9,368.0,1.59,0.44,-1
2001,7,17,2.8,6.7,382.0,1.95,-1.22,-2
2001,7,18,2.7,6.7,376.0,1.87,-0.75,-3
2001,7,19,-1.8,6.1,369.0,1.61,1.0,-1
2001,7,20,0.5,6.1,356.0,1.48,-0.04,-1
2001,7,21,-0.3,5.6,363.0,1.4,0.62,1
2001,7,22,-0.7,5.2,367.0,1.31,0.92,7
2001,7,23,-0.1,5.6,368.0,1.41,0.74,5
2001,8,0,-0.7,7.0,370.0,1.91,0.67,5
2001,8,1,-2.7,6.4,384.0,1.85,1.08,5
2001,8,2,-1.4,5.6,386.0,1.64,1.0,3
2001,8,3,1.6,6.2,391.0,1.85,-0.23,2
2001,8,4,-1.7,5.6,387.0,1.64,0.93,3
2001,8,5,0.4,5.7,389.0,1.7,-0.0,2
2001,8,6,0.6,5.6,389.0,1.65,-0.16,-1
2001,8,7,0.2,5.2,385.0,1.47,-0.08,-3
2001,8,8,2.5,5.4,381.0,1.57,-0.99,-6
2001,8,9,-0.7,4.8,393.0,1.45,0.16,-5
2001,8,10,-0.2,5.1,397.0,1.59,-0.08,-3
2001,8,11,0.7,5.6,397.0,1.74,-0.44,4
2001,8,12,2.4,5.7,401.0,1.8,-1.04,7
2001,8,13,4.2,6.5,376.0,1.76,-1.58,5
2001,8,14,3.4,7.2,388.0,2.14,-1.28,8
2001,8,15,1.5,8.6,391.0,2.63,-0.47,9
2001,8,16,-2.2,8.5,402.0,2.78,1.09,7
2001,8,17,-0.9,10.4,397.0,3.35,0.56,4
2001,8,18,0.1,10.9,400.0,3.61,0.24,-1
2001,8,19,-3.7,10.3,400.0,3.6,1.88,3
2001,8,20,-6.3,9.6,407.0,3.52,2.69,-3
2001,8,21,-7.3,8.7,410.0,3.12,2.79,-10
2001,8,22,-2.7,7.7,409.0,2.66,1.72,-19
2001,8,23,3.9,9.3,399.0,3.04,-1.32,-18
2001,9,0,5.5,8.4,409.0,2.85,-1.88,-11
2001,9,1,0.3,8.1,416.0,2.89,0.33,-9
2001,9,2,1.9,7.9,403.0,2.53,-0.69,-10
2001,9,3,2.6,7.5,405.0,2.47,-1.05,-11
2001,9,4,2.6,7.3,408.0,2.47,-0.98,-11
2001,9,5,1.4,6.5,418.0,2.22,-0.54,-12
2001,9,6,0.5,5.8,436.0,2.25,-0.22,-9
2001,9,7,-1.3,5.7,426.0,1.96,0.55,-10
2001,9,8,-2.9,5.3,415.0,1.7,1.16,-14
2001,9,9,-2.6,4.5,409.0,1.43,1.02,-22
2001,9,10,-2.3,3.7,408.0,1.23,0.86,-26
2001,9,11,-3.2,3.7,410.0,1.18,1.31,-24
2001,9,12,-2.2,3.5,399.0,1.04,0.88,-20
2001,9,13,-2.4,3.1,402.0,0.95,0.96,-15
2001,9,14,-1.2,3.6,389.0,1.07,0.47,-17
2001,9,15,0.1,2.9,402.0,0.95,-0.04,-16
2001,9,16,-1.0,3.6,392.0,1.14,0.31,-15
2001,9,17,-1.5,4.4,396.0,1.39,0.48,-13
2001,9,18,-0.5,4.9,385.0,1.44,0.15,-12
2001,9,19,-0.6,5.1,396.0,1.61,0.28,-11
2001,9,20,-2.3,5.9,391.0,1.84,0.9,-6
2001,9,21,-2.1,6.5,388.0,2.07,0.78,-3
2001,9,22,1.0,5.8,386.0,1.81,-0.19,-3
2001,9,23,1.7,4.5,379.0,1.31,-0.3,-5
2001,10,0,1.9,4.4,371.0,1.24,-0.59,-5
2001,10,1,2.3,4.1,367.0,1.15,-0.73,-5
2001,10,2,2.4,4.3,361.0,1.19,-0.72,-2
2001,10,3,1.7,999.9,354.0,99.99,-0.5,-3
2001,10,4,1.2,999.9,350.0,99.99,-0.32,-2
2001,10,5,0.4,5.0,357.0,1.39,-0.04,-2
2001,10,6,-0.2,999.9,344.0,99.99,0.07,-2
2001,10,7,1.0,999.9,355.0,99.99,-0.35,-2
2001,10,8,1.8,999.9,357.0,99.99,-0.64,-4
2001,10,9,1.7,999.9,357.0,99.99,-0.61,-7
2001,10,10,0.8,999.9,360.0,99.99,-0.29,-8
2001,10,11,0.0,999.9,358.0,99.99,-0.0,-4
2001,10,12,-1.4,999.9,350.0,99.99,0.49,0
2001,10,13,-2.5,999.9,351.0,99.99,0.88,3
2001,10,14,-3.0,999.9,352.0,99.99,1.06,3
2001,10,15,-3.0,999.9,349.0,99.99,1.05,0
2001,10,16,-3.8,9.6,362.0,2.55,1.41,6
2001,10,17,-0.8,13.0,367.0,3.4,0.51,3
2001,10,18,2.2,10.4,367.0,2.67,-0.4,1
2001,10,19,5.9,12.3,369.0,3.18,-1.99,6
2001,10,20,1.3,17.9,388.0,4.95,0.16,13
2001,10,21,4.1,5.4,413.0,1.8,-2.6,0
2001,10,22,0.2,6.0,426.0,2.12,-1.11,5
2001,10,23,0.2,6.2,428.0,2.34,-1.07,8
2001,11,0,-0.1,5.9,424.0,2.21,-0.21,8
2001,11,1,-2.5,5.5,423.0,2.09,1.35,8
2001,11,2,1.0,4.9,426.0,1.94,-1.02,6
2001,11,3,2.0,4.0,432.0,1.59,-1.34,3
2001,11,4,1.8,3.1,458.0,1.28,-1.1,1
2001,11,5,0.7,2.6,462.0,1.09,-0.51,1
2001,11,6,0.7,2.6,467.0,1.13,-0.37,1
2001,11,7,1.6,2.6,464.0,1.12,-0.74,0
2001,11,8,1.5,2.4,464.0,1.05,-0.7,-2
2001,11,9,-0.6,2.4,474.0,1.09,0.28,-5
2001,11,10,-2.0,2.5,459.0,1.05,0.92,-8
2001,11,11,-1.7,2.4,456.0,0.97,0.78,-10
2001,11,12,-1.9,2.6,463.0,1.06,0.88,-8
2001,11,13,-2.9,2.5,469.0,1.05,1.36,-6
2001,11,14,-3.8,2.6,471.0,1.1,1.79,-9
2001,11,15,-3.3,2.6,463.0,1.12,1.48,-11
2001,11,16,-3.6,2.3,464.0,1.01,1.62,-15
2001,11,17,-3.9,2.2,471.0,1.01,1.79,-16
2001,11,18,-4.0,2.2,465.0,1.0,1.63,-16
2001,11,19,-4.0,2.2,460.0,0.95,1.61,-12
2001,11,20,-2.7,2.3,439.0,0.91,1.01,-15
2001,11,21,-4.2,2.2,431.0,0.83,1.55,-12
2001,11,22,-4.8,2.1,427.0,0.78,1.84,-9
2001,11,23,-5.5,1.8,435.0,0.69,2.22,-6
2001,12,0,-2.4,2.4,417.0,0.83,0.5,-5
2001,12,1,-3.6,2.4,409.0,0.81,1.06,-5
2001,12,2,-1.7,2.5,392.0,0.75,0.47,-12
2001,12,3,-2.5,2.5,394.0,0.75,0.79,-14
2001,12,4,-3.1,2.5,381.0,0.68,1.14,-16
2001,12,5,-3.0,2.3,379.0,0.62,1.02,-23
2001,12,6,-1.5,2.2,376.0,0.59,0.45,-26
2001,12,7,-0.7,2.1,377.0,0.56,0.23,-25
2001,12,8,-1.2,2.1,363.0,0.52,0.44,-26
2001,12,9,-3.8,2.6,368.0,0.67,1.44,-29
2001,12,10,-3.4,3.0,358.0,0.73,1.25,-30
2001,12,11,-2.7,2.9,353.0,0.69,0.95,-26
2001,12,12,-1.7,2.0,353.0,0.48,0.6,-23
2001,12,13,-2.0,999.9,359.0,99.99,0.68,-18
2001,12,14,-0.7,999.9,349.0,99.99,0.17,-17
2001,12,15,-1.2,999.9,375.0,99.99,0.38,-16
2001,12,16,0.0,999.9,383.0,99.99,-0.11,-17
2001,12,17,0.9,999.9,371.0,99.99,-0.63,-16
2001,12,18,-0.3,999.9,366.0,99.99,-0.18,-18
2001,12,19,-1.0,999.9,353.0,99.99,-0.11,-18
2001,12,20,-0.6,999.9,363.0,99.99,-0.33,-21
2001,12,21,-0.1,999.9,380.0,99.99,-0.57,-20
2001,12,22,0.6,999.9,394.0,99.99,-0.87,-17
2001,12,23,2.0,999.9,334.0,99.99,-1.17,-12
2001,13,0,2.0,999.9,318.0,99.99,-1.08,-9
2001,13,1,2.7,999.9,331.0,99.99,-1.39,-8
2001,13,2,4.5,2.3,364.0,0.67,-2.07,-1
2001,13,3,6.5,5.0,422.0,1.76,-3.63,5
2001,13,4,4.5,4.9,423.0,1.66,-2.71,6
2001,13,5,1.9,4.0,415.0,1.31,-1.41,5
2001,13,6,2.9,4.0,406.0,1.27,-1.5,5
2001,13,7,3.2,4.0,411.0,1.3,-1.48,5
2001,13,8,-0.1,2.6,414.0,0.84,0.04,1
2001,13,9,1.3,3.6,414.0,1.29,-0.5,-2
2001,13,10,-1.4,7.3,413.0,2.62,0.66,4
2001,13,11,0.1,7.8,411.0,2.66,-0.0,4
2001,13,12,-5.1,5.8,402.0,1.86,2.05,2
2001,13,13,-1.8,6.1,402.0,1.94,0.64,-7
2001,13,14,2.4,8.0,396.0,2.51,-1.11,-11
2001,13,15,4.3,8.3,401.0,2.68,-1.96,-5
2001,13,16,1.1,6.9,400.0,2.21,-0.84,-2
2001,13,17,0.5,6.8,394.0,2.1,-0.71,-3
2001,13,18,-0.7,5.4,388.0,1.61,-0.27,-6
2001,13,19,1.0,5.4,390.0,1.65,-0.97,-7
2001,13,20,-1.6,5.5,389.0,1.65,0.04,-6
2001,13,21,-2.7,5.5,389.0,1.65,0.43,-9
2001,13,22,-2.7,5.9,391.0,1.77,0.27,-6
2001,13,23,-4.3,5.2,386.0,1.51,1.24,-3
2001,14,0,-2.9,6.0,386.0,1.74,0.69,-1
2001,14,1,0.5,6.3,386.0,1.84,-0.69,0
2001,14,2,-3.7,5.8,387.0,1.7,1.12,1
2001,14,3,0.3,5.5,382.0,1.55,-0.27,-3
2001,14,4,-1.2,5.7,379.0,1.58,0.57,-4
2001,14,5,-3.5,5.7,383.0,1.61,1.26,-6
2001,14,6,-2.3,5.9,380.0,1.63,0.87,-4
2001,14,7,-1.2,5.5,378.0,1.52,0.45,-4
2001,14,8,-3.7,5.5,378.0,1.55,1.4,-11
2001,14,9,-2.8,5.3,376.0,1.47,1.05,-17
2001,14,10,-2.4,4.9,372.0,1.34,0.89,-17
2001,14,11,2.3,4.8,373.0,1.3,-0.86,-16
2001,14,12,3.3,5.3,376.0,1.49,-1.24,-8
2001,14,13,1.9,4.4,369.0,1.19,-0.74,-7
2001,14,14,1.1,4.3,361.0,1.1,-0.4,-9
2001,14,15,1.2,4.1,372.0,1.12,-0.6,-7
2001,14,16,0.0,3.7,368.0,0.99,-0.22,-8
2001,14,17,-0.6,3.7,360.0,0.95,0.04,-7
2001,14,18,0.2,4.0,367.0,1.08,-0.26,-4
2001,14,19,-4.4,4.2,370.0,1.13,1.44,-2
2001,14,20,-4.6,4.3,367.0,1.14,1.47,-7
2001,14,21,-4.1,4.3,363.0,1.11,1.34,-12
2001,14,22,-1.0,4.5,353.0,1.1,0.18,-16
2001,14,23,0.6,999.9,352.0,99.99,-0.49,-15
2001,15,0,0.3,999.9,352.0,99.99,-0.14,-12
2001,15,1,0.5,999.9,348.0,99.99,-0.42,-11
2001,15,2,1.0,999.9,343.0,99.99,-0.48,-9
2001,15,3,2.3,999.9,345.0,99.99,-0.83,-6
2001,15,4,2.4,999.9,349.0,99.99,-1.01,-3
2001,15,5,2.1,999.9,352.0,99.99,-0.88,-3
2001,15,6,0.6,999.9,352.0,99.99,-0.32,-3
2001,15,7,-0.2,4.2,354.0,1.02,0.07,-4
2001,15,8,-3.4,3.7,355.0,0.91,1.21,-8
2001,15,9,-4.3,3.9,359.0,0.97,1.54,-11
2001,15,10,-4.3,4.1,365.0,1.1,1.57,-11
2001,15,11,-4.4,4.0,357.0,1.02,1.57,-9
2001,15,12,-2.4,4.2,358.0,1.09,0.86,-5
2001,15,13,-3.2,3.7,350.0,0.9,1.12,-9
2001,15,14,-4.6,3.7,352.0,0.9,1.62,-13
2001,15,15,-4.1,4.2,355.0,1.04,1.56,-18
2001,15,16,-4.4,4.3,353.0,1.06,1.59,-21
2001,15,17,-4.4,4.7,356.0,1.21,1.64,-24
2001,15,18,-2.1,999.9,354.0,99.99,0.5,-26
2001,15,19,-2.0,4.3,347.0,1.04,0.83,-21
2001,15,20,-2.7,4.2,347.0,1.04,1.11,-19
2001,15,21,-3.4,4.7,348.0,1.17,1.36,-16
2001,15,22,-2.6,5.0,345.0,1.23,0.76,-14
2001,15,23,-2.4,999.9,345.0,99.99,0.59,-13
2001,16,0,1.1,999.9,345.0,99.99,-0.66,-10
2001,16,1,3.3,999.9,344.0,99.99,-1.31,-10
2001,16,2,3.5,999.9,344.0,99.99,-1.41,-7
2001,16,3,3.7,999.9,355.0,99.99,-1.53,-5
2001,16,4,2.0,5.7,364.0,1.53,-0.84,-2
2001,16,5,4.3,5.7,368.0,1.55,-1.58,-2
2001,16,6,0.2,6.2,369.0,1.73,-0.18,-1
2001,16,7,-1.0,6.0,370.0,1.67,0.3,-3
2001,16,8,-3.3,5.9,366.0,1.59,1.17,-4
2001,16,9,-4.0,6.8,364.0,1.79,1.46,-3
2001,16,10,-3.6,6.6,366.0,1.73,1.32,0
2001,16,11,-2.8,5.7,368.0,1.52,1.03,2
2001,16,12,-3.6,4.8,363.0,1.26,1.27,-1
2001,16,13,-2.5,999.9,356.0,99.99,0.82,-3
2001,16,14,-2.6,4.7,358.0,1.18,0.82,-4
2001,16,15,-4.5,4.4,355.0,1.08,1.49,-6
2001,16,16,-4.3,5.0,355.0,1.23,1.35,-7
2001,16,17,-4.4,4.7,352.0,1.2,1.3,-13
2001,16,18,-3.5,4.7,350.0,1.21,0.88,-10
2001,16,19,-2.0,5.5,353.0,1.42,0.14,-9
2001,16,20,-0.8,5.2,342.0,1.24,-0.34,-13
2001,16,21,0.8,4.6,347.0,1.12,-0.97,-10
2001,16,22,1.4,4.6,350.0,1.15,-1.12,-7
2001,16,23,-4.8,6.2,337.0,1.38,1.31,-6
2001,17,0,-4.6,6.9,331.0,1.4,1.59,-12
2001,17,1,-3.2,6.7,331.0,1.36,1.32,-20
2001,17,2,1.2,999.9,324.0,99.99,-0.68,-17
2001,17,3,2.6,999.9,322.0,99.99,-1.09,-10
2001,17,4,2.7,999.9,313.0,99.99,-1.0,-8
2001,17,5,3.7,999.9,341.0,99.99,-1.47,-1
2001,17,6,2.9,999.9,334.0,99.99,-1.14,0
2001,17,7,2.0,999.9,341.0,99.99,-0.78,2
2001,17,8,3.5,999.9,338.0,99.99,-1.22,3
2001,17,9,4.3,999.9,334.0,99.99,-1.44,6
2001,17,10,5.5,999.9,337.0,99.99,-1.85,8
2001,17,11,4.8,999.9,338.0,99.99,-1.62,11
2001,17,12,6.7,999.9,340.0,99.99,-2.31,19
2001,17,13,2.7,14.2,354.0,3.32,-0.92,18
2001,17,14,-0.6,12.0,359.0,2.98,0.18,13
2001,17,15,1.1,14.5,368.0,3.95,-0.29,13
2001,17,16,0.8,16.8,385.0,4.92,-0.12,15
2001,17,17,2.0,18.9,418.0,6.42,-0.5,15
2001,17,18,-1.3,14.4,403.0,4.5,0.81,10
2001,17,19,-1.1,14.9,398.0,4.73,1.03,12
2001,17,20,-1.6,20.1,405.0,6.45,0.61,15
2001,17,21,0.9,18.1,393.0,5.43,-0.79,9
2001,17,22,3.7,11.9,371.0,3.1,-1.45,6
2001,17,23,3.0,9.3,366.0,2.37,-1.5,9
2001,18,0,1.7,8.0,360.0,2.0,-1.37,8
2001,18,1,3.8,8.7,356.0,2.12,-1.46,5
2001,18,2,4.8,8.1,352.0,1.96,-1.76,3
2001,18,3,4.2,7.4,350.0,1.76,-1.61,1
2001,18,4,1.6,999.9,351.0,99.99,-0.98,-2
2001,18,5,2.1,999.9,344.0,99.99,-1.0,-3
2001,18,6,0.1,6.4,344.0,1.42,-0.24,0
2001,18,7,-0.1,6.0,349.0,1.38,-0.1,2
2001,18,8,1.3,4.4,351.0,1.01,-0.53,-2
2001,18,9,-0.5,4.4,349.0,1.0,0.14,5
2001,18,10,1.9,10.6,367.0,2.68,-0.7,12
2001,18,11,2.1,4.5,347.0,1.01,-0.76,17
2001,18,12,2.1,4.2,339.0,0.9,-0.78,20
2001,18,13,2.1,7.7,357.0,1.84,-0.82,21
2001,18,14,0.9,8.1,366.0,2.04,-0.4,7
2001,18,15,1.5,8.8,373.0,2.28,-0.67,4
2001,18,16,1.0,8.3,371.0,2.11,-0.56,4
2001,18,17,0.9,8.2,366.0,2.02,-0.55,2
2001,18,18,0.3,9.0,357.0,2.03,-0.36,2
2001,18,19,-0.1,7.7,354.0,1.74,-0.28,5
2001,18,20,-1.9,3.5,345.0,0.77,0.07,0
2001,18,21,-4.3,5.0,352.0,1.14,0.99,1
2001,18,22,-3.7,4.7,350.0,1.07,0.63,-1
2001,18,23,-3.6,4.6,354.0,1.07,0.5,0
2001,19,0,-0.5,4.0,348.0,0.9,-0.63,0
2001,19,1,-0.5,4.2,349.0,0.95,-0.56,0
2001,19,2,0.0,4.2,350.0,0.96,-0.67,0
2001,19,3,2.1,8.0,341.0,1.75,-0.95,5
2001,19,4,1.4,10.3,340.0,2.3,-0.65,7
2001,19,5,1.1,12.8,342.0,2.89,-0.51,9
2001,19,6,0.6,9.5,343.0,2.08,-0.27,9
2001,19,7,1.3,5.2,336.0,1.08,-0.47,9
2001,19,8,0.9,8.1,344.0,1.78,-0.31,12
2001,19,9,1.2,10.7,345.0,2.4,-0.41,16
2001,19,10,0.1,9.2,342.0,2.03,-0.03,17
2001,19,11,-1.9,7.9,340.0,1.7,0.65,16
2001,19,12,-1.0,8.1,339.0,1.76,0.34,11
2001,19,13,0.0,8.9,340.0,1.93,-0.0,6
2001,19,14,-0.4,8.7,339.0,1.88,0.17,6
2001,19,15,0.2,8.4,336.0,1.79,-0.03,5
2001,19,16,0.4,999.9,335.0,99.99,-0.1,4
2001,19,17,0.9,999.9,333.0,99.99,-0.17,3
2001,19,18,-1.3,999.9,331.0,99.99,0.53,9
2001,19,19,-1.4,999.9,330.0,99.99,0.76,2
2001,19,20,-2.0,999.9,336.0,99.99,0.97,4
2001,19,21,-1.5,999.9,335.0,99.99,0.9,4
