YEAR,DOY,Hour,"BZ, nT (GSE)","SW Proton Density, N/cm^3","SW Plasma Speed, km/s",Flow pressure,E elecrtric field,"Dst-index, nT"
2001,304,2,-0.2,5.0,336.0,1.22,0.24,-27
2001,304,3,-0.3,4.7,338.0,1.15,0.27,-24
2001,304,4,-0.2,4.6,339.0,1.13,0.24,-23
2001,304,5,-0.3,4.3,337.0,1.05,0.3,-24
2001,304,6,-0.6,3.8,336.0,0.94,0.4,-26
2001,304,7,-0.4,3.9,332.0,0.99,0.37,-28
2001,304,8,-0.8,4.2,331.0,1.07,0.36,-25
2001,304,9,-1.0,4.0,330.0,1.0,0.43,-23
2001,304,10,-1.5,3.6,331.0,0.9,0.5,-22
2001,304,11,-1.6,3.8,329.0,0.94,0.43,-22
2001,304,12,-1.3,4.0,326.0,0.95,0.39,-19
2001,304,13,-0.8,3.9,326.0,0.99,0.36,-15
2001,304,14,0.5,11.3,380.0,4.04,0.65,-2
2001,304,15,0.8,14.9,387.0,5.11,0.77,-5
2001,304,16,-0.3,17.8,381.0,5.8,0.8,-8
2001,304,17,-1.9,23.4,376.0,7.65,0.75,-9
2001,304,18,-0.7,24.2,376.0,7.93,-0.11,-11
2001,304,19,-4.7,17.6,368.0,5.54,1.99,-15
2001,304,20,-6.2,17.1,371.0,5.14,2.67,-29
2001,304,21,-10.6,10.2,381.0,2.96,4.04,-45
2001,304,22,-12.3,5.0,388.0,1.33,5.04,-60
2001,304,23,-12.1,4.3,379.0,1.08,4.74,-81
2001,305,0,-10.5,4.0,378.0,1.02,4.2,-81
2001,305,1,-9.2,3.9,373.0,0.96,3.8,-91
2001,305,2,-9.6,3.7,367.0,0.89,3.93,-97
2001,305,3,-9.6,4.5,360.0,1.06,3.56,-96
2001,305,4,-8.8,5.4,359.0,1.27,3.27,-93
2001,305,5,-9.2,5.2,362.0,1.26,3.58,-97
2001,305,6,-9.8,4.5,359.0,1.06,3.66,-98
2001,305,7,-9.2,4.3,356.0,0.99,3.7,-92
2001,305,8,-8.7,4.3,356.0,0.98,3.7,-94
2001,305,9,-8.7,5.1,357.0,1.17,3.71,-98
2001,305,10,-8.0,5.0,348.0,1.09,3.62,-106
2001,305,11,-6.5,4.8,342.0,1.01,3.49,-104
2001,305,12,-4.9,4.6,337.0,0.93,3.07,-86
2001,305,13,-3.7,5.2,335.0,1.03,2.71,-77
2001,305,14,-3.3,5.2,331.0,1.05,2.45,-78
2001,305,15,-3.5,6.3,331.0,1.3,2.42,-79
2001,305,16,-0.8,10.6,324.0,2.2,1.43,-78
2001,305,17,-0.4,10.6,321.0,2.1,1.16,-75
2001,305,18,5.8,9.7,316.0,1.9,-1.04,-71
2001,305,19,10.9,999.9,317.0,99.99,-3.04,-65
2001,305,20,10.3,999.9,313.0,99.99,-2.85,-62
2001,305,21,9.8,999.9,314.0,99.99,-2.76,-61
2001,305,22,9.7,999.9,316.0,99.99,-2.81,-58
2001,305,23,9.5,999.9,317.0,99.99,-2.73,-58
2001,306,0,9.3,999.9,310.0,99.99,-2.6,-55
2001,306,1,8.2,999.9,305.0,99.99,-2.13,-50
2001,306,2,8.6,999.9,310.0,99.99,-2.26,-52
2001,306,3,9.1,999.9,316.0,99.99,-2.46,-50
2001,306,4,8.7,999.9,311.0,99.99,-2.24,-49
2001,306,5,7.1,999.9,314.0,99.99,-1.57,-49
2001,306,6,5.3,999.9,312.0,99.99,-1.09,-43
2001,306,7,5.6,999.9,318.0,99.99,-1.21,-44
2001,306,8,6.3,999.9,312.0,99.99,-1.25,-40
2001,306,9,6.9,999.9,313.0,99.99,-1.6,-37
2001,306,10,7.4,999.9,316.0,99.99,-2.09,-36
2001,306,11,6.8,7.2,321.0,1.34,-2.09,-34
2001,306,12,-0.4,5.5,343.0,1.18,0.55,-34
2001,306,13,-4.9,4.2,355.0,0.99,2.48,-39
2001,306,14,3.5,7.3,336.0,1.52,-0.44,-37
2001,306,15,5.4,6.9,330.0,1.38,-1.09,-33
2001,306,16,5.4,8.0,337.0,1.6,-1.31,-30
2001,306,17,4.7,7.9,340.0,1.63,-1.26,-32
2001,306,18,0.5,6.3,343.0,1.32,-0.27,-33
2001,306,19,0.3,5.7,344.0,1.24,-0.31,-31
2001,306,20,2.2,5.6,353.0,1.31,-0.92,-31
2001,306,21,2.0,10.2,363.0,2.43,-0.73,-28
2001,306,22,0.6,11.5,363.0,2.67,-0.25,-27
2001,306,23,-0.4,10.5,357.0,2.33,0.07,-26
2001,307,0,-0.1,8.4,352.0,1.84,-0.07,-27
2001,307,1,2.0,8.4,352.0,1.84,-0.92,-23
2001,307,2,-0.4,9.1,347.0,1.94,-0.07,-19
2001,307,3,1.5,8.2,341.0,1.68,-0.85,-16
2001,307,4,2.2,7.0,336.0,1.41,-1.04,-18
2001,307,5,3.5,6.2,328.0,1.24,-1.41,-20
2001,307,6,2.8,999.9,328.0,99.99,-1.12,-19
2001,307,7,1.5,999.9,323.0,99.99,-0.78,-19
2001,307,8,-0.1,999.9,314.0,99.99,-0.09,-18
2001,307,9,-1.6,999.9,316.0,99.99,0.13,-18
2001,307,10,0.9,999.9,322.0,99.99,-0.87,-16
2001,307,11,-0.1,999.9,321.0,99.99,-0.71,-16
2001,307,12,-1.5,999.9,318.0,99.99,-0.29,-16
2001,307,13,-1.1,5.8,323.0,1.15,-0.16,-19
2001,307,14,-0.5,5.8,321.0,1.12,-0.16,-18
2001,307,15,0.1,7.1,326.0,1.4,0.13,-20
2001,307,16,-0.3,6.4,320.0,1.22,-0.03,-22
2001,307,17,-0.2,999.9,321.0,99.99,-0.13,-21
2001,307,18,0.2,999.9,319.0,99.99,-0.22,-20
2001,307,19,0.3,999.9,318.0,99.99,-0.19,-17
2001,307,20,1.0,999.9,318.0,99.99,-0.35,-15
2001,307,21,0.6,999.9,320.0,99.99,-0.13,-14
2001,307,22,-0.1,999.9,323.0,99.99,0.19,-15
2001,307,23,-1.0,999.9,319.0,99.99,0.45,-14
2001,308,0,0.1,999.9,318.0,99.99,0.13,-10
2001,308,1,1.3,999.9,318.0,99.99,-0.25,-6
2001,308,2,1.5,999.9,302.0,99.99,-0.36,-3
2001,308,3,2.0,999.9,291.0,99.99,-0.49,-7
2001,308,4,2.3,999.9,287.0,99.99,-0.46,-7
2001,308,5,1.5,999.9,309.0,99.99,0.15,-7
2001,308,6,-2.2,999.9,304.0,99.99,1.0,-9
2001,308,7,-2.6,999.9,313.0,99.99,1.25,-15
2001,308,8,-2.3,999.9,320.0,99.99,0.99,-15
2001,308,9,-3.6,999.9,322.0,99.99,1.58,-18
2001,308,10,0.0,999.9,315.0,99.99,0.82,-24
2001,308,11,-0.9,999.9,328.0,99.99,1.15,-23
2001,308,12,-2.8,999.9,321.0,99.99,1.64,-25
2001,308,13,-5.0,999.9,318.0,99.99,1.94,-28
2001,308,14,-4.9,999.9,308.0,99.99,1.36,-41
2001,308,15,0.1,999.9,301.0,99.99,-0.42,-38
2001,308,16,-3.4,999.9,308.0,99.99,0.89,-31
2001,308,17,-1.3,999.9,319.0,99.99,0.41,-29
2001,308,18,4.7,999.9,334.0,99.99,-1.54,-31
2001,308,19,5.1,999.9,321.0,99.99,-1.8,-28
2001,308,20,4.4,999.9,324.0,99.99,-1.62,-28
2001,308,21,4.8,999.9,325.0,99.99,-1.76,-29
2001,308,22,4.0,999.9,327.0,99.99,-1.5,-29
2001,308,23,5.1,999.9,328.0,99.99,-1.84,-28
2001,309,0,4.4,999.9,328.0,99.99,-1.64,-27
2001,309,1,3.3,999.9,327.0,99.99,-1.31,-24
2001,309,2,4.5,999.9,339.0,99.99,-1.86,-19
2001,309,3,5.1,999.9,359.0,99.99,-2.44,-11
2001,309,4,3.8,999.9,359.0,99.99,-2.15,-8
2001,309,5,2.9,999.9,352.0,99.99,-1.97,-6
2001,309,6,2.4,999.9,351.0,99.99,-1.9,-4
2001,309,7,1.4,18.0,357.0,4.08,-1.43,-3
2001,309,8,1.6,20.1,359.0,4.6,-1.18,5
2001,309,9,2.4,14.5,355.0,3.31,-1.92,0
2001,309,10,2.2,17.8,356.0,4.16,-1.89,0
2001,309,11,4.4,25.5,382.0,6.89,-3.59,11
2001,309,12,3.8,19.9,383.0,5.34,-3.22,10
2001,309,13,8.9,28.4,372.0,7.25,-4.13,14
2001,309,14,5.2,38.8,368.0,9.62,-2.76,22
2001,309,15,3.4,46.1,385.0,12.51,-2.43,13
2001,309,16,8.4,39.0,404.0,11.65,-4.4,9
2001,309,17,18.1,21.3,399.0,6.39,-6.22,9
2001,309,18,1.2,38.6,411.0,12.2,-0.12,22
2001,309,19,-13.5,35.9,423.0,11.84,4.65,5
2001,309,20,-3.8,24.7,426.0,9.82,1.96,-37
2001,309,21,-3.9,13.6,415.0,5.65,2.53,-50
2001,309,22,-3.5,14.9,414.0,5.82,2.24,-50
2001,309,23,-5.8,15.9,410.0,5.95,3.12,-55
2001,310,0,-8.7,13.9,420.0,5.5,4.54,-73
2001,310,1,-4.6,12.0,413.0,4.91,3.18,-64
2001,310,2,-53.7,999.9,9999.0,99.99,999.99,-101
2001,310,3,-45.5,999.9,9999.0,99.99,999.99,-269
2001,310,4,-39.0,999.9,9999.0,99.99,999.99,-281
2001,310,5,-11.2,999.9,9999.0,99.99,999.99,-288
2001,310,6,-13.6,999.9,9999.0,99.99,999.99,-292
2001,310,7,-8.2,999.9,9999.0,99.99,999.99,-276
2001,310,8,1.2,999.9,9999.0,99.99,999.99,-276
2001,310,9,4.9,999.9,9999.0,99.99,999.99,-259
2001,310,10,5.2,999.9,9999.0,99.99,999.99,-235
2001,310,11,4.9,999.9,9999.0,99.99,999.99,-213
2001,310,12,4.1,999.9,9999.0,99.99,999.99,-200
2001,310,13,-14.4,999.9,9999.0,99.99,999.99,-183
2001,310,14,-26.5,999.9,9999.0,99.99,999.99,-207
2001,310,15,-27.2,999.9,9999.0,99.99,999.99,-218
2001,310,16,-27.6,999.9,9999.0,99.99,999.99,-210
2001,310,17,4.5,999.9,9999.0,99.99,999.99,-187
2001,310,18,7.3,999.9,9999.0,99.99,999.99,-177
2001,310,19,-6.9,999.9,9999.0,99.99,999.99,-151
2001,310,20,-9.8,999.9,9999.0,99.99,999.99,-164
2001,310,21,-7.7,1.8,729.0,2.06,5.47,-176
2001,310,22,-6.9,1.7,716.0,1.83,4.73,-173
2001,310,23,-5.7,1.7,717.0,1.91,3.8,-173
2001,311,0,-4.3,1.5,703.0,1.64,2.67,-165
2001,311,1,-5.6,1.2,709.0,1.32,3.54,-156
2001,311,2,-4.4,0.8,666.0,0.76,2.26,-152
2001,311,3,-5.7,0.7,660.0,0.65,3.04,-148
2001,311,4,-2.1,0.8,649.0,0.71,0.52,-138
2001,311,5,0.1,0.5,660.0,0.46,-0.86,-123
2001,311,6,-1.3,0.4,651.0,0.34,-0.2,-121
2001,311,7,1.1,0.3,651.0,0.26,-1.82,-121
2001,311,8,-0.7,0.4,641.0,0.36,-0.58,-115
2001,311,9,-2.5,0.5,636.0,0.46,0.45,-110
2001,311,10,-3.8,0.6,638.0,0.55,1.21,-108
2001,311,11,-1.9,0.6,626.0,0.55,0.25,-109
2001,311,12,0.2,0.8,629.0,0.66,-0.94,-106
2001,311,13,-0.8,0.8,629.0,0.65,-0.38,-99
2001,311,14,-2.1,0.7,628.0,0.59,0.57,-99
2001,311,15,-0.5,0.5,613.0,0.4,-0.18,-100
2001,311,16,-1.1,0.6,615.0,0.46,0.18,-95
2001,311,17,-0.1,0.5,616.0,0.38,-0.18,-91
2001,311,18,-0.2,0.6,594.0,0.44,-0.0,-88
2001,311,19,0.3,0.7,610.0,0.53,-0.43,-86
2001,311,20,-1.8,0.8,615.0,0.61,0.92,-81
2001,311,21,1.5,0.8,618.0,0.6,-1.05,-78
2001,311,22,0.9,0.8,608.0,0.59,-0.67,-75
2001,311,23,1.5,0.8,585.0,0.54,-0.88,-73
2001,312,0,-2.7,0.8,596.0,0.55,1.55,-71
2001,312,1,1.2,0.9,595.0,0.62,-0.89,-70
2001,312,2,1.5,0.8,583.0,0.54,-0.82,-69
2001,312,3,1.6,0.8,575.0,0.52,-0.69,-64
2001,312,4,0.7,0.8,560.0,0.48,-0.17,-65
2001,312,5,0.4,0.9,556.0,0.54,0.06,-66
2001,312,6,-0.8,1.0,546.0,0.57,0.16,-64
2001,312,7,-0.8,0.9,545.0,0.51,0.6,-65
2001,312,8,-1.5,1.1,550.0,0.64,0.17,-64
2001,312,9,0.3,1.1,540.0,0.62,-0.43,-57
2001,312,10,0.6,1.1,531.0,0.6,-0.8,-57
2001,312,11,0.8,1.2,522.0,0.63,-0.52,-53
2001,312,12,0.9,1.2,518.0,0.62,-0.83,-52
2001,312,13,0.8,1.1,523.0,0.59,-0.94,-51
2001,312,14,1.8,1.2,519.0,0.65,-1.25,-49
2001,312,15,0.7,1.1,510.0,0.58,-0.71,-48
2001,312,16,2.6,1.1,511.0,0.57,-1.33,-47
2001,312,17,0.5,1.3,507.0,0.67,-0.41,-46
2001,312,18,1.9,1.3,511.0,0.69,-0.82,-44
2001,312,19,1.2,1.6,503.0,0.82,-0.7,-44
2001,312,20,0.4,1.7,506.0,0.88,-0.35,-45
2001,312,21,-0.6,1.6,498.0,0.8,0.2,-47
2001,312,22,0.9,1.8,493.0,0.89,-0.54,-47
2001,312,23,0.7,1.8,487.0,0.86,-0.44,-46
2001,313,0,-0.3,1.8,493.0,0.88,-0.0,-43
2001,313,1,2.6,1.8,489.0,0.87,-1.42,-42
2001,313,2,-1.5,1.6,492.0,0.78,0.54,-39
2001,313,3,0.1,1.6,487.0,0.74,-0.39,-39
2001,313,4,0.4,1.3,497.0,0.58,-0.6,-39
2001,313,5,1.0,1.5,513.0,0.72,-0.87,-36
2001,313,6,0.2,1.5,519.0,0.75,-0.62,-35
2001,313,7,0.9,1.6,513.0,0.8,-0.97,-36
2001,313,8,0.9,1.8,519.0,0.93,-1.14,-35
2001,313,9,1.4,1.8,528.0,0.97,-1.37,-34
2001,313,10,-0.2,1.7,508.0,0.85,-0.56,-35
2001,313,11,0.5,1.8,509.0,0.89,-0.92,-33
2001,313,12,2.0,1.8,501.0,0.86,-1.35,-33
2001,313,13,1.3,1.7,495.0,0.8,-1.04,-33
2001,313,14,2.0,1.6,489.0,0.74,-0.83,-35
2001,313,15,2.5,1.5,494.0,0.7,-1.24,-35
2001,313,16,-0.3,1.7,490.0,0.76,-0.15,-35
2001,313,17,-0.8,1.7,484.0,0.74,0.24,-34
2001,313,18,-0.7,1.7,480.0,0.74,0.19,-35
2001,313,19,-3.2,1.7,486.0,0.76,1.46,-33
2001,313,20,-0.5,1.7,482.0,0.74,0.14,-38
2001,313,21,-0.8,1.9,473.0,0.8,0.28,-44
2001,313,22,-0.6,1.8,486.0,0.8,0.15,-40
2001,313,23,0.7,1.9,464.0,0.77,-0.32,-37
2001,314,0,0.8,2.0,455.0,0.77,-0.41,-37
2001,314,1,0.9,2.0,454.0,0.77,-0.5,-39
2001,314,2,-0.4,2.1,455.0,0.81,-0.0,-36
2001,314,3,0.6,2.1,486.0,0.91,-0.63,-33
2001,314,4,1.8,2.2,468.0,0.89,-1.08,-31
2001,314,5,2.4,2.2,450.0,0.82,-1.17,-30
2001,314,6,1.1,2.3,442.0,0.84,-0.75,-28
2001,314,7,1.2,2.3,443.0,0.84,-0.71,-30
2001,314,8,0.1,2.2,436.0,0.78,-0.44,-27
2001,314,9,-0.5,2.3,442.0,0.84,-0.22,-27
2001,314,10,-0.3,2.3,451.0,0.86,-0.54,-28
2001,314,11,0.1,2.4,420.0,0.78,-0.13,-29
2001,314,12,1.3,2.3,435.0,0.83,-0.83,-32
2001,314,13,0.8,2.4,462.0,0.96,-0.79,-30
2001,314,14,-0.1,2.4,429.0,0.82,-0.3,-32
2001,314,15,2.1,2.3,417.0,0.74,-1.25,-32
2001,314,16,1.1,2.4,417.0,0.77,-0.83,-31
2001,314,17,0.1,2.5,415.0,0.83,-0.29,-30
2001,314,18,0.0,2.3,413.0,0.75,-0.33,-32
2001,314,19,1.0,2.4,418.0,0.81,-0.67,-30
2001,314,20,-4.1,2.6,421.0,0.85,1.89,-27
2001,314,21,-5.3,2.4,415.0,0.76,2.2,-35
2001,314,22,-4.6,2.7,410.0,0.85,1.89,-38
2001,314,23,-4.5,2.7,403.0,0.81,1.81,-40
2001,315,0,-2.8,2.4,403.0,0.73,0.97,-42
2001,315,1,-3.0,2.4,404.0,0.74,0.97,-43
2001,315,2,-2.5,2.8,397.0,0.81,0.71,-42
2001,315,3,-2.3,2.5,403.0,0.75,0.48,-39
2001,315,4,-2.0,2.6,398.0,0.76,0.28,-35
2001,315,5,-0.9,2.6,396.0,0.75,-0.32,-32
2001,315,6,0.0,2.9,399.0,0.86,-0.8,-33
2001,315,7,0.2,3.1,415.0,1.0,-1.04,-32
2001,315,8,0.5,2.9,413.0,0.92,-1.2,-29
2001,315,9,-4.8,1.7,441.0,0.63,1.37,-28
2001,315,10,-0.7,1.8,465.0,0.76,-0.56,-33
2001,315,11,0.8,1.6,450.0,0.61,-1.57,-35
2001,315,12,0.3,1.9,455.0,0.73,-1.14,-29
2001,315,13,2.4,2.0,463.0,0.79,-1.81,-29
2001,315,14,0.0,2.2,461.0,0.85,-0.74,-31
2001,315,15,0.9,2.4,448.0,0.89,-0.85,-34
2001,315,16,0.6,2.4,447.0,0.87,-0.58,-35
2001,315,17,-1.7,2.3,449.0,0.87,0.67,-34
2001,315,18,0.7,2.2,458.0,0.82,-0.46,-33
2001,315,19,1.0,2.2,457.0,0.85,-0.69,-30
2001,315,20,-1.4,2.2,444.0,0.8,0.58,-29
2001,315,21,0.4,2.2,453.0,0.84,-0.32,-27
2001,315,22,1.1,2.2,451.0,0.83,-0.63,-25
2001,315,23,-0.5,2.4,433.0,0.85,0.17,-24
2001,316,0,-0.5,2.4,465.0,0.94,0.05,-23
2001,316,1,0.0,2.5,470.0,1.0,-0.33,-25
2001,316,2,0.4,2.5,467.0,0.99,-0.56,-28
2001,316,3,1.1,2.5,446.0,0.9,-0.89,-27
2001,316,4,-0.4,2.4,434.0,0.82,-0.17,-26
2001,316,5,0.3,2.4,448.0,0.86,-0.85,-25
2001,316,6,0.0,2.4,440.0,0.83,-0.84,-25
2001,316,7,0.9,2.4,442.0,0.84,-1.24,-23
2001,316,8,0.2,2.4,437.0,0.83,-1.01,-18
2001,316,9,1.1,2.5,441.0,0.89,-1.37,-13
2001,316,10,-0.6,3.5,457.0,1.39,-0.73,-10
2001,316,11,1.4,3.8,449.0,1.44,-1.21,-13
2001,316,12,1.8,4.0,438.0,1.45,-0.35,-14
2001,316,13,1.7,3.8,430.0,1.91,-0.39,-14
2001,316,14,2.4,3.6,419.0,1.26,-0.63,-16
2001,316,15,2.3,3.3,411.0,1.11,-0.74,-22
2001,316,16,2.4,2.7,403.0,0.83,-0.89,-25
2001,316,17,1.6,2.8,410.0,0.91,-0.66,-24
2001,316,18,0.3,3.2,418.0,1.07,-0.21,-24
2001,316,19,0.2,3.7,427.0,1.27,-0.17,-22
2001,316,20,-0.3,3.5,424.0,1.19,-0.0,-21
2001,316,21,-0.6,3.3,419.0,1.11,0.17,-20
2001,316,22,-0.3,3.8,417.0,1.15,0.04,-19
2001,316,23,-0.3,3.8,405.0,1.13,0.04,-18
2001,317,0,-1.3,8.2,392.0,2.39,0.47,-15
2001,317,1,-1.1,7.7,391.0,2.19,0.39,-12
2001,317,2,-0.7,7.4,387.0,2.05,0.19,-13
2001,317,3,0.0,6.0,382.0,1.6,-0.11,-16
2001,317,4,0.7,3.4,368.0,0.87,-0.33,-19
2001,317,5,2.5,3.7,372.0,1.0,-0.97,-17
2001,317,6,1.7,3.7,370.0,1.03,-0.78,-16
2001,317,7,1.6,3.2,364.0,0.86,-0.73,-17
2001,317,8,1.1,2.9,357.0,0.74,-0.54,-13
2001,317,9,0.7,3.3,355.0,0.83,-0.35,-12
2001,317,10,0.8,3.3,351.0,0.84,-0.39,-12
2001,317,11,0.3,999.9,348.0,99.99,-0.38,-13
2001,317,12,0.3,999.9,350.0,99.99,-0.46,-13
2001,317,13,0.2,3.6,353.0,0.97,-0.39,-12
2001,317,14,-1.0,4.4,353.0,1.23,0.14,-10
2001,317,15,-1.7,5.0,350.0,1.36,0.59,-11
2001,317,16,-1.3,5.5,354.0,1.53,0.64,-12
2001,317,17,-1.0,5.8,356.0,1.57,0.46,-13
2001,317,18,1.2,6.1,359.0,1.58,-0.39,-12
2001,317,19,-3.1,7.7,366.0,2.02,1.24,-17
2001,317,20,-2.7,8.3,363.0,2.1,1.09,-25
2001,317,21,0.5,9.8,360.0,2.42,-0.11,-24
2001,317,22,1.6,10.6,362.0,2.6,-0.51,-16
2001,317,23,2.5,10.9,361.0,2.67,-0.94,-12
2001,318,0,2.2,10.4,357.0,2.5,-0.86,-11
2001,318,1,1.8,10.2,357.0,2.53,-0.79,-12
2001,318,2,1.9,9.5,347.0,2.29,-0.8,-11
2001,318,3,1.0,11.4,339.0,2.62,-0.41,-12
2001,318,4,0.1,11.4,338.0,2.6,-0.1,-8
2001,318,5,-0.7,13.9,335.0,3.12,0.37,-7
2001,318,6,-1.0,14.4,331.0,3.16,0.46,-7
2001,318,7,0.7,15.5,330.0,3.38,-0.26,-7
2001,318,8,0.8,15.9,325.0,3.36,-0.29,-8
2001,318,9,1.5,12.6,322.0,2.61,-0.77,-10
2001,318,10,0.6,10.9,321.0,2.25,-0.64,-10
2001,318,11,0.1,10.1,319.0,2.06,-0.48,-8
2001,318,12,-0.5,9.2,318.0,1.86,-0.29,-9
2001,318,13,-0.7,9.5,315.0,1.89,-0.03,-9
2001,318,14,-1.1,999.9,314.0,99.99,0.16,-7
2001,318,15,0.1,999.9,310.0,99.99,-0.28,-6
2001,318,16,-0.4,999.9,309.0,99.99,-0.09,-4
2001,318,17,-0.9,999.9,307.0,99.99,0.09,-4
2001,318,18,-0.9,999.9,304.0,99.99,0.12,-7
2001,318,19,-0.2,999.9,300.0,99.99,-0.06,-9
2001,318,20,-0.3,999.9,296.0,99.99,-0.0,-10
2001,318,21,0.3,999.9,292.0,99.99,-0.15,-8
2001,318,22,-0.3,999.9,288.0,99.99,0.03,-3
2001,318,23,1.7,999.9,287.0,99.99,-0.55,-1
2001,319,0,3.3,999.9,286.0,99.99,-1.0,0
2001,319,1,3.2,999.9,283.0,99.99,-0.91,-1
2001,319,2,3.5,999.9,287.0,99.99,-1.0,0
2001,319,3,3.4,999.9,287.0,99.99,-0.92,0
2001,319,4,2.9,999.9,286.0,99.99,-0.69,0
2001,319,5,1.3,999.9,283.0,99.99,-0.14,-3
2001,319,6,0.2,999.9,280.0,99.99,0.2,-7
2001,319,7,0.9,999.9,279.0,99.99,0.03,-7
2001,319,8,0.8,999.9,283.0,99.99,0.11,-6
2001,319,9,1.0,999.9,280.0,99.99,0.06,-6
2001,319,10,1.4,999.9,276.0,99.99,-0.11,-3
2001,319,11,-0.4,999.9,282.0,99.99,0.2,2
2001,319,12,-0.1,999.9,277.0,99.99,-0.19,-1
2001,319,13,0.4,999.9,280.0,99.99,-0.39,-1
2001,319,14,0.2,999.9,281.0,99.99,-0.37,-1
2001,319,15,-1.4,999.9,294.0,99.99,0.03,13
2001,319,16,-0.1,999.9,313.0,99.99,-0.03,19
2001,319,17,-14.1,999.9,325.0,99.99,4.22,-1
2001,319,18,-8.8,32.8,329.0,7.1,3.13,-10
2001,319,19,4.4,36.1,328.0,7.77,-1.54,-20
2001,319,20,10.8,31.1,330.0,6.77,-3.5,-24
2001,319,21,13.0,18.6,339.0,4.28,-4.34,-20
2001,319,22,10.7,12.2,356.0,3.09,-3.67,-22
2001,319,23,10.8,12.4,366.0,3.32,-3.73,-16
2001,320,0,6.8,12.4,360.0,3.21,-2.09,-12
2001,320,1,3.5,10.9,361.0,2.84,-0.79,-16
2001,320,2,4.9,7.3,377.0,2.08,-1.06,-23
2001,320,3,5.3,6.4,375.0,1.8,-0.97,-27
2001,320,4,3.1,7.7,365.0,2.05,0.11,-27
2001,320,5,1.7,10.1,354.0,2.53,0.64,-29
2001,320,6,3.7,8.2,358.0,1.82,0.32,-31
2001,320,7,2.7,11.9,358.0,2.76,0.75,-32
2001,320,8,3.5,11.9,359.0,2.74,0.5,-33
2001,320,9,4.5,9.3,356.0,2.17,0.21,-33
2001,320,10,3.4,11.4,355.0,2.66,0.32,-32
2001,320,11,0.8,18.4,365.0,4.39,0.55,-29
2001,320,12,-1.2,12.6,381.0,3.32,1.03,-32
2001,320,13,2.2,10.6,366.0,2.69,0.37,-33
2001,320,14,2.1,13.5,376.0,3.33,-0.0,-23
2001,320,15,4.3,10.5,367.0,2.44,-0.84,-26
2001,320,16,6.2,6.8,369.0,1.58,-1.7,-27
2001,320,17,6.4,6.7,381.0,1.66,-1.98,-21
2001,320,18,4.8,9.6,373.0,2.28,-1.53,-17
2001,320,19,1.2,4.0,379.0,1.0,-0.19,-21
2001,320,20,-0.5,2.9,385.0,0.81,0.39,-23
2001,320,21,0.7,2.9,398.0,0.89,-0.08,-23
2001,320,22,-0.9,2.9,403.0,0.91,0.56,-20
2001,320,23,-1.9,3.3,392.0,1.0,0.9,-20
2001,321,0,3.2,3.0,408.0,0.98,-1.1,-23
2001,321,1,-1.6,3.5,398.0,1.1,0.92,-26
2001,321,2,-2.3,4.0,397.0,1.16,1.31,-28
2001,321,3,-2.8,3.8,408.0,1.17,1.59,-34
2001,321,4,0.3,3.7,405.0,1.15,0.36,-39
2001,321,5,1.9,3.5,415.0,1.11,-0.04,-34
2001,321,6,2.7,3.5,418.0,1.15,-0.25,-35
2001,321,7,2.0,3.5,415.0,1.21,0.17,-36
2001,321,8,-0.3,3.7,406.0,1.17,0.97,-37
2001,321,9,-1.6,3.9,403.0,1.25,1.41,-38
2001,321,10,-0.8,4.1,404.0,1.26,1.49,-36
2001,321,11,-6.5,4.7,409.0,1.5,2.58,-34
2001,321,12,-4.8,4.5,408.0,1.47,2.65,-38
2001,321,13,-2.9,4.6,413.0,1.57,2.15,-33
2001,321,14,2.2,4.6,396.0,1.37,-0.2,-37
2001,321,15,1.0,3.7,404.0,1.17,0.36,-36
2001,321,16,-0.5,3.9,402.0,1.2,0.76,-31
2001,321,17,-3.8,5.1,422.0,1.72,2.19,-26
2001,321,18,2.6,4.2,403.0,1.31,-0.69,-33
2001,321,19,-1.5,5.0,378.0,1.44,0.68,-32
2001,321,20,2.6,4.8,378.0,1.46,-0.94,-29
2001,321,21,0.3,3.9,407.0,1.23,-0.0,-24
2001,321,22,-0.4,3.9,407.0,1.23,0.28,-29
2001,321,23,1.1,5.1,393.0,1.53,-0.35,-28
2001,322,0,0.7,4.4,426.0,1.5,-0.09,-23
2001,322,1,1.7,4.3,409.0,1.44,-0.45,-23
2001,322,2,-0.8,4.5,419.0,1.58,0.71,-23
2001,322,3,1.3,4.6,399.0,1.46,-0.12,-28
2001,322,4,1.1,4.4,416.0,1.52,0.29,-33
2001,322,5,1.8,4.3,401.0,1.38,-0.08,-38
2001,322,6,-1.3,5.5,385.0,1.63,0.65,-38
2001,322,7,0.3,5.0,388.0,1.51,0.35,-37
2001,322,8,-3.2,5.6,389.0,1.69,1.4,-33
2001,322,9,-4.1,5.8,396.0,1.82,1.54,-29
2001,322,10,-0.8,6.0,382.0,1.75,-0.31,-30
2001,322,11,-2.2,6.6,392.0,2.03,0.43,-28
2001,322,12,-4.2,5.8,394.0,1.8,0.87,-33
2001,322,13,-2.3,5.5,383.0,1.61,0.46,-31
2001,322,14,-0.4,5.9,373.0,1.64,0.82,-26
2001,322,15,-2.6,6.3,372.0,1.74,1.41,-26
2001,322,16,-5.5,7.0,383.0,2.05,2.37,-29
2001,322,17,-1.1,6.4,387.0,1.92,0.89,-27
