Time,"BZ, nT (GSE)","SW Proton Density, N/cm^3","SW Plasma Speed, km/s",Flow pressure,E elecrtric field,"Dst-index, nT"
993333600,2.5,1.9,521.0,0.95,-1.67,10
993337200,0.2,1.9,486.0,0.84,-0.49,6
993340800,-1.2,1.9,488.0,0.85,0.44,3
993344400,-1.5,1.9,501.0,0.9,0.65,2
993348000,-0.4,1.8,498.0,0.82,0.05,3
993351600,-0.2,1.9,492.0,0.85,-0.0,3
993355200,0.3,1.8,479.0,0.77,-0.14,3
993358800,0.7,1.7,513.0,0.84,-0.26,-1
993362400,-2.0,1.7,473.0,0.73,0.99,-3
993366000,1.7,1.8,489.0,0.83,-0.68,-8
993369600,-1.4,1.7,487.0,0.75,0.93,-5
993373200,-0.8,1.7,478.0,0.72,0.62,-2
993376800,-0.9,1.6,477.0,0.74,0.62,-2
993380400,0.6,1.6,487.0,0.71,-0.0,-3
993384000,1.1,1.7,509.0,0.79,-0.1,1
993387600,2.5,1.6,525.0,0.8,-0.89,2
993391200,1.2,1.5,535.0,0.78,-0.32,2
993394800,-1.2,1.4,528.0,0.78,0.74,2
993398400,0.9,1.3,529.0,0.68,-0.37,1
993402000,1.4,1.3,545.0,0.73,-0.76,8
993405600,0.4,1.3,550.0,0.74,-0.33,8
993409200,-1.7,1.3,560.0,0.77,0.78,2
993412800,-0.7,1.2,550.0,0.7,0.17,-1
993416400,0.0,1.3,556.0,0.75,-0.28,-4
993420000,-0.2,1.3,547.0,0.73,-0.11,-4
993423600,-0.5,1.3,555.0,0.75,-0.0,-3
993427200,-0.9,1.3,545.0,0.72,0.22,-1
993430800,0.0,1.3,531.0,0.7,-0.21,-1
993434400,-1.0,1.3,513.0,0.64,0.46,-3
993438000,-0.7,1.3,511.0,0.64,0.31,-3
993441600,-1.3,1.5,509.0,0.71,0.66,-3
993445200,-0.8,1.6,509.0,0.78,0.46,-3
993448800,-0.2,1.6,510.0,0.78,0.26,-8
993452400,0.0,1.6,491.0,0.71,0.1,-9
993456000,1.0,1.5,494.0,0.68,-0.49,-4
993459600,0.0,1.4,480.0,0.61,0.1,2
993463200,-0.3,1.4,482.0,0.63,0.48,6
993466800,-0.6,1.5,472.0,0.64,0.57,3
993470400,1.1,1.5,469.0,0.63,-0.23,1
993474000,1.3,1.4,463.0,0.58,-0.42,2
993477600,-0.1,1.4,461.0,0.57,0.28,1
993481200,3.5,2.1,499.0,1.0,-1.85,1
993484800,1.9,2.4,465.0,0.98,-0.84,1
993488400,2.4,2.4,466.0,0.95,-1.12,7
993492000,2.1,2.3,466.0,0.93,-1.07,10
993495600,1.0,2.4,455.0,0.93,-0.59,10
993499200,1.8,2.5,454.0,0.94,-1.04,11
993502800,3.2,2.6,456.0,1.01,-1.69,12
993506400,1.0,2.7,443.0,0.99,-0.53,12
993510000,1.7,2.4,453.0,0.91,-0.91,8
993513600,1.5,2.3,460.0,0.89,-0.83,7
993517200,2.6,2.3,471.0,0.95,-1.41,8
993520800,2.6,2.3,467.0,0.93,-1.31,9
993524400,-1.4,2.3,453.0,0.88,0.63,8
993528000,2.8,2.3,459.0,0.92,-1.24,9
993531600,3.5,2.3,486.0,1.02,-1.56,11
993535200,0.7,2.6,463.0,1.13,-0.09,10
993538800,1.5,2.6,456.0,1.08,-0.46,7
993542400,-1.1,2.3,460.0,1.01,0.64,10
993546000,1.1,2.3,440.0,1.03,-0.35,3
993549600,0.3,2.5,439.0,1.01,-0.0,7
993553200,-1.7,2.9,459.0,1.18,1.24,11
993556800,-0.2,3.0,461.0,1.19,0.69,6
993560400,-4.4,2.5,446.0,0.94,2.14,0
993564000,-5.4,2.1,459.0,0.82,2.16,-2
993567600,-6.7,2.3,465.0,0.92,3.07,-7
993571200,-5.0,2.0,461.0,0.78,2.17,-16
993574800,-4.5,2.3,460.0,0.9,2.07,-18
993578400,-1.9,2.2,464.0,0.86,1.02,-21
993582000,-5.2,3.2,481.0,1.34,2.55,-14
993585600,-4.5,3.3,476.0,1.33,2.33,-17
993589200,-1.5,4.8,481.0,1.94,1.01,-18
993592800,0.1,5.3,482.0,2.16,0.14,-17
993596400,-4.9,3.7,480.0,1.55,2.35,-17
993600000,-5.1,2.7,492.0,1.2,2.71,-20
993603600,-2.3,2.8,489.0,1.2,1.37,-19
993607200,-4.8,2.9,484.0,1.23,2.42,-14
993610800,-3.6,3.0,461.0,1.19,1.66,-16
993614400,1.3,5.5,479.0,2.33,-0.62,-18
993618000,0.0,5.4,474.0,2.11,-0.05,-16
993621600,0.1,5.3,473.0,2.05,-0.09,-12
993625200,0.3,4.9,472.0,1.89,-0.14,-10
993628800,-0.3,4.4,467.0,1.67,0.19,-6
993632400,-0.6,4.3,465.0,1.61,0.33,-4
993636000,-0.6,4.3,462.0,1.58,0.37,-2
993639600,-0.7,4.4,460.0,1.59,0.37,-1
993643200,-0.5,4.5,456.0,1.6,0.23,-1
993646800,-0.4,4.5,452.0,1.58,0.18,-1
993650400,-0.1,4.4,449.0,1.53,0.09,-4
993654000,0.1,4.3,445.0,1.46,-0.0,-8
993657600,0.3,4.3,441.0,1.44,-0.13,-7
993661200,0.3,3.8,440.0,1.26,-0.13,-4
993664800,0.7,3.5,441.0,1.16,-0.31,-6
993668400,0.5,4.0,436.0,1.31,-0.26,-7
993672000,0.5,3.9,434.0,1.26,-0.26,-3
993675600,0.2,3.7,428.0,1.17,-0.13,-4
993679200,0.4,3.7,419.0,1.12,-0.21,-2
993682800,0.9,3.7,411.0,1.07,-0.41,-2
993686400,1.0,3.7,407.0,1.06,-0.45,-5
993690000,0.9,3.7,404.0,1.05,-0.4,-1
993693600,1.1,3.8,401.0,1.06,-0.44,2
993697200,1.0,4.0,400.0,1.1,-0.4,4
993700800,0.5,4.2,399.0,1.15,-0.2,3
993704400,0.4,3.7,401.0,1.04,-0.16,1
993708000,0.6,3.9,396.0,1.06,-0.24,1
993711600,1.2,4.0,392.0,1.07,-0.47,1
993715200,1.2,3.9,390.0,1.04,-0.47,3
993718800,0.6,4.3,383.0,1.1,-0.19,1
993722400,0.6,4.1,380.0,1.04,-0.27,0
993726000,1.0,3.9,383.0,1.01,-0.42,-1
993729600,1.0,3.9,381.0,0.99,-0.42,-1
993733200,0.9,4.0,378.0,1.0,-0.38,1
993736800,1.1,4.1,375.0,1.01,-0.45,2
993740400,1.1,4.2,374.0,1.03,-0.45,3
993744000,1.1,4.3,374.0,1.05,-0.41,4
993747600,1.1,5.3,370.0,1.28,-0.41,7
993751200,1.4,5.5,351.0,1.2,-0.49,6
993754800,-0.1,5.5,349.0,1.19,0.03,10
993758400,-0.4,5.4,348.0,1.16,0.17,4
993762000,3.0,5.3,351.0,1.16,-0.91,7
993765600,2.4,5.5,343.0,1.15,-0.69,8
993769200,2.9,5.9,347.0,1.25,-0.87,10
993772800,2.8,5.8,342.0,1.2,-0.85,10
993776400,2.9,6.8,345.0,1.43,-0.93,11
993780000,2.8,7.2,347.0,1.52,-0.9,13
993783600,1.4,6.8,345.0,1.43,-0.48,13
993787200,1.2,5.4,339.0,1.11,-0.47,12
993790800,1.8,6.2,342.0,1.32,-0.72,15
993794400,-0.4,6.4,340.0,1.34,0.1,16
993798000,-0.8,6.2,341.0,1.28,0.31,15
993801600,-1.1,5.3,344.0,1.14,0.31,14
993805200,-0.9,5.0,350.0,1.13,0.24,11
993808800,-0.9,5.3,339.0,1.11,0.27,11
993812400,0.7,5.2,340.0,1.09,-0.27,12
993816000,2.3,6.2,346.0,1.32,-0.8,14
993819600,1.1,6.2,347.0,1.32,-0.52,14
993823200,-0.2,6.4,339.0,1.28,-0.07,14
993826800,-0.5,6.3,333.0,1.29,0.07,10
993830400,-0.3,6.9,340.0,1.49,0.07,7
993834000,0.5,6.9,345.0,1.53,-0.17,6
993837600,1.0,6.9,350.0,1.58,-0.35,4
993841200,-0.3,6.5,360.0,1.59,0.14,5
993844800,0.8,6.8,367.0,1.75,-0.26,7
993848400,1.3,6.8,367.0,1.74,-0.48,11
993852000,1.5,7.3,364.0,1.82,-0.62,13
993855600,0.0,8.8,365.0,2.15,-0.07,15
993859200,-0.4,10.7,364.0,2.59,0.15,16
993862800,-2.3,12.4,362.0,2.97,0.8,19
993866400,-2.1,13.0,359.0,3.11,0.75,18
993870000,-0.3,11.6,361.0,2.83,0.11,17
993873600,0.7,10.0,377.0,2.71,-0.34,18
993877200,2.4,8.8,384.0,2.46,-1.11,19
993880800,1.2,9.2,376.0,2.52,-0.75,19
993884400,-0.3,9.6,374.0,2.57,-0.22,18
993888000,-4.1,9.5,368.0,2.45,1.32,17
993891600,-5.6,9.3,367.0,2.4,2.02,8
993895200,-5.1,8.4,366.0,2.13,1.9,0
993898800,-2.6,9.3,373.0,2.45,0.67,-6
993902400,-3.7,7.5,376.0,2.03,1.32,-1
993906000,-0.3,5.0,384.0,1.43,-0.31,1
993909600,0.9,5.2,382.0,1.48,-0.69,1
993913200,0.8,5.4,385.0,1.57,-0.62,-1
993916800,1.6,5.4,380.0,1.52,-0.8,-3
993920400,-2.7,5.3,374.0,1.41,0.94,-3
993924000,-2.6,5.4,370.0,1.4,1.0,-7
993927600,-1.5,5.6,363.0,1.4,0.65,-11
993931200,-0.9,6.0,362.0,1.51,0.51,-10
993934800,-2.3,5.9,365.0,1.51,1.06,-8
993938400,-0.4,6.9,370.0,1.88,0.44,-8
993942000,-3.3,6.5,366.0,1.77,1.39,-9
993945600,-3.4,6.5,352.0,1.62,1.27,-9
993949200,-4.2,6.7,357.0,1.75,1.54,-6
993952800,-1.9,6.3,355.0,1.66,0.75,-3
993956400,-1.7,5.9,354.0,1.42,0.6,-4
993960000,-2.7,5.8,356.0,1.4,0.85,-5
993963600,0.8,6.1,353.0,1.49,-0.53,-5
993967200,0.2,5.7,353.0,1.33,-0.42,-4
993970800,1.2,5.3,349.0,1.21,-0.77,-2
993974400,-0.2,5.8,349.0,1.32,-0.42,2
993978000,-0.5,5.1,344.0,1.14,-0.31,4
993981600,-1.0,4.4,342.0,0.99,-0.14,4
993985200,0.1,5.8,344.0,1.31,-0.48,4
993988800,0.1,7.2,353.0,1.68,-0.71,7
993992400,-1.6,7.7,350.0,1.76,-0.04,11
993996000,-2.0,9.3,356.0,2.22,0.25,11
993999600,-2.6,10.8,355.0,2.55,0.64,10
994003200,-2.7,10.9,356.0,2.6,0.75,10
994006800,-3.8,11.5,354.0,2.72,1.27,9
994010400,-3.0,8.4,349.0,2.08,1.08,1
994014000,0.7,7.3,339.0,1.64,-0.17,-9
994017600,-3.4,6.0,336.0,1.28,1.28,-4
994021200,-3.0,6.9,336.0,1.45,1.24,-5
994024800,-1.8,999.9,330.0,99.99,0.82,-5
994028400,-2.4,999.9,322.0,99.99,1.0,-2
994032000,-3.1,6.0,322.0,1.14,1.16,5
994035600,-5.0,6.1,351.0,1.39,1.9,7
994039200,-3.3,999.9,317.0,99.99,1.11,4
994042800,-3.3,999.9,324.0,99.99,1.04,1
994046400,-2.1,999.9,321.0,99.99,0.51,-2
994050000,-1.2,999.9,314.0,99.99,0.09,-2
994053600,-1.6,999.9,316.0,99.99,0.13,1
994057200,-0.7,999.9,319.0,99.99,-0.29,3
994060800,-0.9,999.9,323.0,99.99,-0.29,4
994064400,0.2,999.9,322.0,99.99,-0.68,4
994068000,2.9,999.9,329.0,99.99,-1.51,2
994071600,2.0,999.9,331.0,99.99,-1.36,4
994075200,-0.1,999.9,327.0,99.99,-0.69,5
994078800,0.9,999.9,318.0,99.99,-0.76,5
994082400,2.4,999.9,321.0,99.99,-1.03,5
994086000,0.9,6.1,331.0,1.31,-0.5,5
994089600,-0.2,6.4,346.0,1.53,-0.07,6
994093200,0.0,6.4,362.0,1.79,-0.07,6
994096800,-0.9,6.8,362.0,1.74,0.33,6
994100400,-3.1,6.4,368.0,1.72,1.21,2
994104000,3.2,6.3,361.0,1.63,-1.01,-2
994107600,2.8,5.4,364.0,1.36,-0.8,2
994111200,2.4,5.4,372.0,1.45,-0.63,5
994114800,4.2,5.7,366.0,1.44,-1.39,7
994118400,3.4,6.6,371.0,1.67,-1.11,11
994122000,2.9,6.4,373.0,1.67,-0.97,11
994125600,2.0,6.4,382.0,1.87,-0.73,12
994129200,-0.2,6.4,397.0,2.07,0.04,15
994132800,-0.7,6.8,406.0,2.27,0.08,18
994136400,1.2,7.9,407.0,2.72,-0.73,18
994140000,1.9,8.1,406.0,2.77,-1.1,18
994143600,1.0,9.5,396.0,3.1,-0.79,21
994147200,-4.5,8.8,419.0,3.28,1.34,19
994150800,-4.6,8.9,402.0,3.07,1.29,14
994154400,-2.4,8.4,393.0,2.7,0.16,11
994158000,-0.1,7.5,380.0,2.2,-0.53,10
994161600,-0.6,6.6,374.0,1.9,-0.3,10
994165200,-2.1,5.7,372.0,1.64,0.33,10
994168800,-1.2,5.7,376.0,1.67,0.3,6
994172400,-2.3,4.9,377.0,1.43,0.72,1
994176000,-3.1,3.5,377.0,1.0,0.98,-4
994179600,-2.8,3.2,380.0,0.9,0.95,-5
994183200,-3.6,3.8,381.0,1.03,1.37,-4
994186800,-2.3,5.8,381.0,1.66,0.88,-4
994190400,-2.5,5.4,382.0,1.54,1.03,-1
994194000,-2.5,5.0,375.0,1.29,1.05,1
994197600,-2.7,4.8,377.0,1.25,1.21,-1
994201200,-2.1,5.0,382.0,1.35,0.99,-5
994204800,-1.8,5.0,381.0,1.42,0.8,-7
994208400,-0.1,4.7,391.0,1.44,0.12,-7
994212000,-0.5,4.9,394.0,1.54,0.24,-2
994215600,-1.3,5.4,396.0,1.74,0.48,2
994219200,1.8,5.4,384.0,1.65,-0.77,1
994222800,0.2,4.5,369.0,1.2,-0.22,-1
994226400,0.0,4.0,368.0,1.06,-0.22,2
994230000,0.1,3.8,362.0,0.99,-0.33,4
994233600,-2.0,3.9,358.0,0.98,0.32,7
994237200,-1.1,5.1,355.0,1.27,0.07,10
994240800,-0.3,4.6,359.0,1.24,-0.39,11
994244400,-0.3,4.5,365.0,1.25,-0.47,11
994248000,3.6,6.0,376.0,1.61,-1.84,15
994251600,0.4,5.5,378.0,1.5,-0.68,19
994255200,-1.7,6.9,383.0,1.99,0.34,22
994258800,-2.4,8.3,387.0,2.34,1.2,23
994262400,-3.2,7.6,386.0,2.25,1.31,18
994266000,0.1,8.0,392.0,2.39,0.08,14
994269600,1.2,8.2,382.0,2.4,-0.46,14
994273200,4.1,8.5,387.0,2.47,-1.59,13
994276800,1.0,8.1,394.0,2.39,-0.47,10
994280400,0.0,7.3,401.0,2.34,-0.04,7
994284000,-0.4,6.7,398.0,2.03,0.44,5
994287600,-0.2,7.1,400.0,2.21,0.2,3
994291200,1.5,8.2,399.0,2.55,-0.64,5
994294800,1.2,8.3,389.0,2.49,-0.43,11
994298400,-3.2,7.2,398.0,2.29,1.31,12
994302000,-0.7,9.0,393.0,2.76,0.28,4
994305600,-3.7,8.3,392.0,2.48,1.41,6
994309200,-0.7,7.4,390.0,2.28,0.04,4
994312800,-2.1,7.9,402.0,2.66,0.44,8
994316400,-0.3,8.1,410.0,2.74,-0.45,7
994320000,-3.3,8.1,430.0,3.08,0.86,7
994323600,-0.5,8.8,433.0,3.35,-0.56,8
994327200,4.9,9.1,430.0,3.39,-2.32,4
994330800,0.8,7.3,441.0,3.02,-0.93,6
994334400,2.6,7.3,444.0,3.05,-1.47,8
994338000,2.1,7.1,438.0,2.77,-1.05,10
994341600,1.9,7.1,439.0,2.77,-0.97,9
994345200,2.9,6.8,442.0,2.7,-1.41,6
994348800,-1.0,6.3,441.0,2.5,0.53,7
994352400,-2.5,5.8,442.0,2.34,1.06,6
994356000,-1.8,5.3,441.0,2.07,0.79,2
994359600,-0.9,5.1,451.0,2.06,0.45,1
994363200,-0.7,4.3,429.0,1.53,0.47,-2
994366800,-0.6,3.9,420.0,1.3,0.46,-3
994370400,-1.5,4.3,426.0,1.45,0.85,0
994374000,-1.2,4.3,436.0,1.53,0.74,1
994377600,0.2,2.8,423.0,0.93,0.13,-2
994381200,-0.7,3.3,428.0,1.11,0.43,0
994384800,2.1,3.1,415.0,0.98,-0.87,0
994388400,0.7,3.4,425.0,1.12,-0.42,1
994392000,-1.7,3.6,427.0,1.19,0.51,4
994395600,1.8,3.5,425.0,1.15,-1.1,5
994399200,-1.3,3.3,416.0,1.09,0.21,6
994402800,-0.1,3.3,408.0,1.02,-0.24,4
994406400,0.2,2.9,398.0,0.87,-0.32,4
994410000,-2.0,3.8,411.0,1.21,0.37,10
994413600,-1.5,4.4,421.0,1.45,0.08,5
994417200,-1.2,4.7,429.0,1.6,0.09,5
994420800,-0.3,4.4,425.0,1.48,-0.04,6
994424400,-1.9,4.4,430.0,1.53,0.52,7
994428000,0.0,5.3,450.0,2.01,-0.5,5
994431600,-0.7,4.6,446.0,1.71,-0.04,4
994435200,-1.6,4.3,449.0,1.62,0.45,3
994438800,-3.8,3.2,465.0,1.28,1.67,5
994442400,-5.0,3.2,466.0,1.28,2.33,3
994446000,-1.3,3.1,454.0,1.17,0.64,-6
994449600,1.8,2.8,432.0,0.95,-0.69,-7
994453200,2.5,2.8,433.0,0.94,-1.04,-6
994456800,3.9,3.8,476.0,1.55,-1.95,0
994460400,4.4,3.8,470.0,1.49,-2.07,1
994464000,3.6,4.3,466.0,1.64,-1.68,2
994467600,1.9,4.0,459.0,1.5,-0.92,1
994471200,1.5,3.8,461.0,1.44,-0.69,2
994474800,3.5,3.5,452.0,1.29,-1.58,3
994478400,1.2,3.6,444.0,1.26,-0.44,6
994482000,1.5,4.3,445.0,1.54,-0.53,7
994485600,1.2,3.7,437.0,1.28,-0.31,6
994489200,0.4,3.8,437.0,1.31,0.04,5
994492800,-0.8,3.4,431.0,1.16,0.47,5
994496400,0.2,3.5,431.0,1.21,0.09,6
994500000,0.3,3.6,428.0,1.2,0.04,8
994503600,1.2,3.8,429.0,1.3,-0.51,10
994507200,0.1,3.9,437.0,1.38,-0.0,11
994510800,-1.9,3.8,435.0,1.36,0.78,10
994514400,-0.9,3.3,435.0,1.19,0.39,7
994518000,0.6,3.8,436.0,1.37,-0.09,5
994521600,1.1,3.9,430.0,1.38,-0.43,3
994525200,-0.4,4.0,433.0,1.49,0.17,3
994528800,-0.8,4.0,430.0,1.49,0.34,5
994532400,0.7,4.4,427.0,1.63,-0.3,4
994536000,2.7,4.4,431.0,1.86,-1.12,2
994539600,1.3,4.3,433.0,1.91,-0.52,6
994543200,2.3,4.7,435.0,2.16,-1.0,6
994546800,0.3,4.8,427.0,2.21,-0.17,7
994550400,-2.3,4.5,424.0,2.01,0.98,8
994554000,-0.6,4.6,423.0,2.01,0.25,8
994557600,-2.6,4.4,423.0,1.91,1.1,14
994561200,-0.4,5.2,427.0,2.22,0.17,14
994564800,0.0,6.0,441.0,2.72,-0.04,17
994568400,-2.3,6.2,435.0,2.71,0.83,18
994572000,-1.5,7.1,435.0,3.04,0.83,11
994575600,1.5,7.5,441.0,3.26,-0.53,8
994579200,-0.1,7.9,445.0,3.24,-0.09,12
994582800,3.4,8.3,442.0,3.28,-1.5,14
994586400,-1.3,7.8,431.0,2.96,0.26,17
994590000,-1.0,7.2,423.0,2.53,0.21,16
994593600,3.2,7.9,441.0,3.01,-1.5,19
994597200,4.6,8.3,449.0,3.31,-1.89,24
994600800,3.5,7.6,465.0,3.38,-2.05,27
994604400,1.3,7.7,445.0,2.92,-0.98,26
994608000,-2.8,6.2,440.0,2.3,0.84,20
994611600,0.6,6.6,452.0,2.59,-0.54,19
994615200,0.3,8.0,457.0,3.07,-0.27,19
994618800,-4.3,8.2,446.0,3.03,1.96,15
994622400,-5.1,12.0,451.0,4.4,2.3,8
994626000,-5.5,7.2,443.0,2.55,2.44,-4
994629600,-6.0,6.3,444.0,2.22,2.62,-11
994633200,-6.3,5.1,440.0,1.8,2.73,-16
994636800,-6.1,4.5,438.0,1.68,2.63,-25
994640400,-6.4,4.2,438.0,1.57,2.8,-32
994644000,-5.3,4.2,440.0,1.56,2.33,-26
994647600,-2.5,5.1,463.0,2.07,1.06,-21
994651200,-2.1,5.3,461.0,2.08,0.69,-17
994654800,-0.7,7.9,456.0,3.06,0.05,-16
994658400,2.0,7.6,447.0,2.87,-1.21,-12
994662000,0.9,8.3,450.0,3.23,-0.58,-12
994665600,1.3,7.1,450.0,2.86,-0.77,-9
994669200,1.9,6.4,450.0,2.61,-1.08,-5
994672800,2.7,7.0,440.0,2.79,-1.32,-1
994676400,2.7,7.3,434.0,2.82,-1.26,1
994680000,2.0,7.7,424.0,2.83,-0.81,2
994683600,2.2,7.4,419.0,2.66,-0.84,-1
994687200,1.0,7.1,417.0,2.56,-0.33,-3
994690800,1.0,6.5,415.0,2.25,-0.29,-4
994694400,-1.4,5.8,408.0,1.95,0.69,-5
994698000,0.2,5.7,408.0,1.95,-0.04,0
994701600,0.0,5.3,408.0,1.86,-0.0,0
994705200,-0.2,5.5,399.0,1.82,0.08,-1
994708800,-0.6,5.5,396.0,1.73,0.24,0
994712400,-1.1,4.9,396.0,1.48,0.44,-3
994716000,-0.9,4.0,394.0,1.2,0.35,-5
994719600,-0.7,2.9,394.0,0.89,0.28,-4
994723200,-0.7,2.9,395.0,0.91,0.28,-2
994726800,-1.1,2.7,392.0,0.84,0.43,-2
994730400,-1.5,2.8,391.0,0.85,0.59,1
994734000,-1.0,3.0,398.0,0.92,0.44,1
994737600,-2.2,2.7,402.0,0.86,0.96,-3
994741200,-2.1,2.9,403.0,0.91,0.97,-4
994744800,-3.0,2.6,401.0,0.8,1.36,-7
994748400,-2.5,2.6,399.0,0.78,1.32,-11
994752000,-2.9,2.7,400.0,0.83,1.48,-14
994755600,-2.6,4.8,396.0,1.44,1.15,-9
994759200,-2.2,5.2,393.0,1.57,0.98,-8
994762800,-3.0,3.8,390.0,1.15,1.56,-6
994766400,-3.5,5.7,387.0,1.73,1.51,-6
994770000,-4.0,6.2,387.0,1.92,1.7,-9
994773600,-4.9,7.3,384.0,2.15,1.92,-13
994777200,-4.9,6.9,383.0,1.95,1.8,-19
994780800,-4.9,5.4,385.0,1.51,1.85,-21
994784400,-4.9,5.3,382.0,1.51,1.83,-21
994788000,-6.0,4.1,383.0,1.19,2.3,-19
994791600,-6.3,4.1,380.0,1.11,2.39,-18
994795200,-6.4,4.1,378.0,1.12,2.42,-21
994798800,-6.5,4.1,376.0,1.12,2.44,-26
994802400,-6.7,4.0,378.0,1.11,2.57,-31
994806000,-6.2,3.9,366.0,0.97,2.31,-37
994809600,-6.1,4.0,361.0,0.96,2.24,-38
994813200,-5.9,4.3,365.0,1.04,2.15,-37
994816800,-6.9,3.1,366.0,0.74,2.49,-33
994820400,-5.7,4.5,358.0,1.03,1.93,-31
994824000,-4.1,6.9,353.0,1.54,1.2,-30
994827600,-3.0,5.2,348.0,1.13,0.77,-30
994831200,-2.6,4.5,345.0,0.96,0.48,-27
994834800,0.9,4.2,345.0,0.9,-0.83,-26
994838400,1.9,4.2,342.0,0.89,-1.16,-25
994842000,0.2,999.9,334.0,99.99,-0.63,-21
994845600,2.2,999.9,333.0,99.99,-1.27,-16
994849200,-1.0,999.9,340.0,99.99,-0.2,-16
994852800,0.0,999.9,344.0,99.99,-0.48,-16
994856400,0.4,999.9,343.0,99.99,-0.62,-17
994860000,-0.9,999.9,341.0,99.99,-0.2,-15
994863600,-0.4,999.9,343.0,99.99,-0.27,-14
994867200,0.5,4.5,342.0,1.0,-0.48,-9
994870800,-0.1,4.0,334.0,0.87,-0.13,-5
994874400,2.2,4.3,346.0,1.04,-0.86,-3
994878000,4.4,5.2,333.0,1.14,-1.47,-3
994881600,6.2,5.6,335.0,1.2,-2.08,-2
994885200,6.9,5.4,335.0,1.17,-2.28,1
994888800,7.1,5.3,340.0,1.2,-2.38,5
994892400,6.3,6.4,335.0,1.42,-2.14,7
994896000,6.6,7.4,345.0,1.79,-2.28,6
994899600,3.6,8.4,346.0,1.96,-1.25,6
994903200,-0.1,9.7,356.0,2.44,0.14,9
994906800,5.4,7.7,353.0,1.89,-1.76,3
994910400,6.0,5.2,354.0,1.34,-1.81,2
994914000,3.5,4.4,355.0,1.16,-0.67,3
994917600,1.3,5.5,362.0,1.46,0.25,3
994921200,2.2,5.8,367.0,1.68,-0.07,2
994924800,0.3,5.5,367.0,1.53,0.84,2
994928400,0.6,5.7,364.0,1.55,0.76,1
994932000,1.2,6.8,373.0,2.04,0.56,5
994935600,0.8,6.9,372.0,1.93,0.63,4
994939200,0.1,7.1,360.0,1.91,0.79,2
994942800,-0.1,7.5,365.0,2.13,0.73,3
994946400,1.3,7.7,361.0,2.06,0.07,4
994950000,0.7,7.8,362.0,2.14,0.29,4
994953600,-1.5,9.3,367.0,2.59,0.92,7
994957200,-1.1,9.0,374.0,2.52,0.67,7
994960800,2.0,7.3,367.0,1.95,-0.59,8
994964400,0.6,8.5,364.0,2.31,-0.18,10
994968000,-0.2,9.5,368.0,2.58,0.04,13
994971600,2.2,7.4,370.0,2.02,-0.85,12
994975200,-3.5,7.3,382.0,2.18,1.34,12
994978800,-0.2,6.0,380.0,1.76,-0.0,4
994982400,2.1,5.4,382.0,1.72,-0.84,1
994986000,3.6,5.3,382.0,1.73,-1.38,0
994989600,0.4,5.1,373.0,1.51,-0.04,1
994993200,1.9,6.7,375.0,1.84,-0.53,3
994996800,5.7,5.8,367.0,1.54,-1.98,1
995000400,6.3,4.8,365.0,1.25,-2.15,4
995004000,5.5,4.6,358.0,1.15,-1.75,6
995007600,2.5,5.2,369.0,1.38,-0.55,8
995011200,-0.2,6.0,366.0,1.54,0.59,10
995014800,2.4,5.2,363.0,1.35,-0.47,9
995018400,1.1,5.1,360.0,1.3,-0.07,7
995022000,4.2,3.8,360.0,0.95,-1.22,4
995025600,3.1,4.2,363.0,1.04,-0.62,3
995029200,4.1,3.4,362.0,0.83,-1.01,4
995032800,3.1,4.0,360.0,0.96,-0.68,4
995036400,3.6,3.8,360.0,0.9,-0.97,5
995040000,3.2,4.2,360.0,1.0,-0.9,5
995043600,2.0,4.7,362.0,1.11,-0.54,7
995047200,-2.3,6.2,369.0,1.51,0.89,9
995050800,-4.4,7.1,382.0,1.9,1.68,8
995054400,-4.4,5.8,382.0,1.54,1.68,2
995058000,-3.7,4.2,397.0,1.22,1.43,-2
995061600,-4.2,6.4,408.0,1.94,1.63,-2
995065200,-2.4,8.3,411.0,2.54,0.9,-4
995068800,-2.9,12.9,414.0,4.02,1.16,0
995072400,-1.5,19.0,420.0,6.09,0.67,8
995076000,-0.3,15.5,429.0,5.68,0.26,-3
995079600,-3.5,10.7,438.0,4.37,1.75,-6
995083200,1.5,10.0,440.0,4.36,-0.62,-14
995086800,1.3,8.0,441.0,3.41,-0.93,-17
995090400,4.4,6.4,435.0,2.68,-2.0,-14
995094000,1.1,7.6,398.0,2.61,-0.16,-9
995097600,3.1,7.4,402.0,2.52,-0.68,-5
995101200,0.7,9.3,397.0,3.08,-0.0,-2
995104800,-0.3,9.4,397.0,3.01,0.08,-1
995108400,0.8,9.4,395.0,2.95,-0.08,-4
995112000,-4.9,6.4,397.0,2.09,1.75,-5
995115600,-0.3,6.6,411.0,2.29,0.49,-9
995119200,0.4,5.6,415.0,1.91,0.17,-11
995122800,-1.4,4.4,428.0,1.54,0.51,-14
995126400,-1.2,3.4,468.0,1.47,0.66,-18
995130000,1.3,2.9,467.0,1.31,-0.42,-14
995133600,1.7,2.9,464.0,1.26,-0.6,-7
995137200,2.8,3.3,454.0,1.38,-1.23,-4
995140800,3.9,2.8,440.0,1.13,-1.72,-1
995144400,1.8,3.3,425.0,1.21,-0.81,-2
995148000,0.7,3.7,414.0,1.34,-0.33,0
995151600,1.6,4.0,408.0,1.39,-0.69,2
995155200,1.3,4.8,398.0,1.58,-0.52,2
995158800,2.5,4.7,389.0,1.51,-0.93,1
