Time,"BZ, nT (GSE)","SW Proton Density, N/cm^3","SW Plasma Speed, km/s",Flow pressure,E elecrtric field,"Dst-index, nT"
983124000,-0.8,999.9,292.0,99.99,0.61,8
983127600,-1.4,999.9,296.0,99.99,0.62,9
983131200,-0.5,999.9,289.0,99.99,0.4,11
983134800,-0.2,999.9,287.0,99.99,0.52,12
983138400,0.1,999.9,286.0,99.99,0.37,10
983142000,-1.8,999.9,290.0,99.99,0.61,9
983145600,-1.4,999.9,291.0,99.99,0.73,8
983149200,-0.9,999.9,291.0,99.99,0.49,9
983152800,-0.2,999.9,289.0,99.99,0.46,10
983156400,1.2,999.9,286.0,99.99,0.09,10
983160000,-0.8,999.9,287.0,99.99,0.4,9
983163600,-1.2,999.9,290.0,99.99,0.41,7
983167200,-2.1,999.9,288.0,99.99,0.63,7
983170800,-2.8,999.9,288.0,99.99,0.75,4
983174400,-3.3,999.9,289.0,99.99,0.92,4
983178000,-3.2,999.9,288.0,99.99,0.84,4
983181600,-1.8,999.9,289.0,99.99,0.58,4
983185200,1.0,999.9,286.0,99.99,-0.09,6
983188800,-3.6,999.9,286.0,99.99,0.97,10
983192400,-3.8,999.9,287.0,99.99,0.98,8
983196000,-3.6,999.9,289.0,99.99,1.07,7
983199600,-6.4,999.9,292.0,99.99,1.66,2
983203200,-2.2,999.9,294.0,99.99,0.76,0
983206800,5.1,999.9,303.0,99.99,-0.42,0
983210400,-2.5,999.9,308.0,99.99,1.88,2
983214000,-3.3,999.9,324.0,99.99,2.46,-4
983217600,-3.8,7.6,329.0,1.65,2.8,-14
983221200,-1.5,9.4,332.0,2.07,2.29,-22
983224800,1.2,11.7,337.0,2.66,1.55,-22
983228400,-0.8,16.5,338.0,3.77,1.99,-18
983232000,-1.6,24.6,340.0,5.69,2.11,-14
983235600,-2.9,42.0,344.0,9.94,0.24,-14
983239200,-3.3,10.9,366.0,2.92,-0.15,-24
983242800,-2.7,6.3,378.0,1.8,1.02,-24
983246400,-1.7,6.4,394.0,1.99,0.43,-26
983250000,-3.1,8.6,397.0,2.71,0.56,-25
983253600,-6.4,8.4,394.0,2.61,2.01,-29
983257200,-4.7,8.7,389.0,2.63,1.63,-35
983260800,-3.2,8.8,384.0,2.6,0.84,-37
983264400,-0.5,8.8,395.0,2.75,-0.28,-30
983268000,-2.2,8.1,388.0,2.44,0.47,-24
983271600,4.8,9.6,391.0,2.94,-1.99,-17
983275200,-0.6,7.5,374.0,2.14,-0.04,-6
983278800,1.4,7.4,378.0,2.14,-0.83,-4
983282400,-1.6,5.5,363.0,1.43,-0.04,-5
983286000,-2.6,5.2,359.0,1.3,0.18,-7
983289600,-2.3,5.2,352.0,1.31,-0.07,-8
983293200,-2.3,5.3,353.0,1.39,-0.14,-6
983296800,-0.6,5.4,356.0,1.39,-0.82,-4
983300400,0.2,5.9,358.0,1.5,-0.93,-2
983304000,-0.3,5.6,346.0,1.38,-0.69,-4
983307600,-0.6,6.0,353.0,1.57,-0.64,-6
983311200,0.0,5.9,364.0,1.55,-1.02,-7
983314800,1.2,6.8,361.0,1.68,-0.4,-8
983318400,1.3,5.9,352.0,1.37,-0.67,-9
983322000,1.6,7.1,371.0,1.96,-1.48,-7
983325600,-0.1,6.7,362.0,1.71,-0.94,-8
983329200,1.0,6.7,369.0,1.8,-1.29,-8
983332800,1.6,6.7,372.0,1.79,-1.53,-7
983336400,1.1,7.9,375.0,2.12,-1.39,-4
983340000,1.7,8.5,377.0,2.28,-1.51,0
983343600,1.7,9.9,383.0,2.73,-1.46,4
983347200,0.3,9.3,386.0,2.63,-0.93,5
983350800,0.6,8.6,376.0,2.3,-0.9,3
983354400,-2.5,4.1,430.0,1.45,0.73,-2
983358000,0.2,4.1,480.0,1.77,-0.34,-1
983361600,3.9,4.2,497.0,1.95,-2.19,0
983365200,-3.6,4.3,482.0,2.04,1.64,-1
983368800,-2.5,4.0,500.0,1.86,0.85,-8
983372400,2.5,3.3,535.0,1.8,-2.03,-8
983376000,-0.3,3.2,514.0,1.69,-0.36,-7
983379600,-3.4,3.1,525.0,1.71,1.05,-5
983383200,-1.9,3.5,514.0,1.75,0.15,-10
983386800,1.2,3.5,532.0,1.85,-1.76,-12
983390400,1.2,3.7,524.0,1.91,-1.47,-10
983394000,0.1,3.8,504.0,1.77,-0.91,-9
983397600,-3.1,3.5,494.0,1.61,0.74,-9
983401200,-2.7,3.2,482.0,1.49,0.24,-14
983404800,-0.4,2.7,492.0,1.31,-1.03,-16
983408400,2.2,3.2,496.0,1.43,-2.23,-17
983412000,-1.1,3.4,460.0,1.36,-0.87,-12
983415600,2.9,3.1,446.0,1.23,-2.05,-12
983419200,2.5,3.2,440.0,1.16,-1.89,-12
983422800,1.6,2.9,438.0,1.11,-1.49,-11
983426400,1.4,3.1,427.0,1.04,-1.37,-8
983430000,0.8,3.1,444.0,1.06,-1.2,-3
983433600,2.3,3.4,417.0,1.11,-1.46,-3
983437200,2.0,2.8,440.0,1.0,-1.58,-1
983440800,3.0,2.6,433.0,0.89,-1.86,-1
983444400,3.2,2.6,418.0,0.82,-1.71,0
983448000,4.1,2.5,431.0,0.83,-2.15,1
983451600,0.3,2.6,440.0,0.93,-0.62,1
983455200,1.2,2.4,430.0,0.8,-0.9,-1
983458800,-0.1,2.6,427.0,0.86,-0.3,-3
983462400,-1.6,2.5,437.0,0.9,0.04,-2
983466000,-1.9,2.6,439.0,1.0,0.13,-1
983469600,2.0,2.6,433.0,0.88,-0.95,-2
983473200,-0.6,2.8,433.0,0.94,-0.22,-3
983476800,-1.2,2.6,429.0,0.87,0.34,-1
983480400,0.5,2.8,435.0,0.95,-0.78,0
983484000,-0.7,2.7,433.0,0.91,-0.61,3
983487600,1.4,3.0,443.0,1.05,-1.64,4
983491200,-3.1,3.1,440.0,1.07,0.4,5
983494800,-1.5,3.0,424.0,0.99,0.55,0
983498400,-1.8,3.4,433.0,1.16,-0.13,-1
983502000,1.7,3.4,442.0,1.19,-1.64,-2
983505600,0.9,3.6,431.0,1.24,-1.08,-1
983509200,-0.9,3.6,429.0,1.24,-0.0,0
983512800,-1.2,3.5,419.0,1.18,0.46,-2
983516400,1.3,4.2,439.0,1.55,-0.44,-1
983520000,-0.3,4.0,451.0,1.57,-0.32,5
983523600,-0.1,3.8,440.0,1.43,-0.31,6
983527200,0.0,4.0,442.0,1.52,-0.4,4
983530800,-0.8,3.9,438.0,1.44,-0.04,4
983534400,-0.9,3.9,431.0,1.38,-0.0,4
983538000,-0.2,4.0,433.0,1.45,-0.3,3
983541600,-0.9,4.1,427.0,1.45,-0.09,3
983545200,-1.8,4.1,419.0,1.44,0.75,1
983548800,-2.1,4.1,419.0,1.43,0.84,1
983552400,-2.6,4.6,420.0,1.59,1.22,0
983556000,-2.7,4.3,421.0,1.49,1.39,-5
983559600,0.6,4.3,429.0,1.54,-0.69,-3
983563200,-2.1,4.3,440.0,1.64,0.57,3
983566800,-3.5,4.1,444.0,1.56,1.11,0
983570400,-3.0,4.1,444.0,1.52,0.84,-2
983574000,-3.4,3.9,450.0,1.51,1.22,-7
983577600,-2.6,4.1,446.0,1.55,0.94,-10
983581200,-0.1,4.3,456.0,1.67,0.05,-9
983584800,0.9,4.0,458.0,1.63,-0.78,-11
983588400,0.2,4.0,449.0,1.61,-0.54,-13
983592000,-1.5,3.6,446.0,1.41,0.22,-14
983595600,-1.1,3.7,452.0,1.5,-0.0,-13
983599200,1.4,3.6,466.0,1.55,-0.93,-9
983602800,1.8,3.6,472.0,1.59,-1.09,-2
983606400,0.7,3.8,451.0,1.52,-0.59,1
983610000,-0.5,3.8,443.0,1.46,-0.04,-1
983613600,-1.4,3.6,442.0,1.37,0.35,-4
983617200,-4.1,5.3,477.0,2.46,1.62,3
983620800,-3.9,6.7,500.0,3.42,1.4,2
983624400,0.9,7.0,509.0,3.6,-1.17,-3
983628000,0.5,7.0,512.0,3.63,-1.13,6
983631600,-2.4,8.6,488.0,4.15,0.78,10
983635200,-1.4,7.7,481.0,3.58,0.05,4
983638800,-2.9,6.7,485.0,3.11,0.34,2
983642400,-5.1,7.1,476.0,3.3,1.71,0
983646000,-4.5,7.0,477.0,3.37,0.91,-8
983649600,0.1,7.8,474.0,3.63,-1.33,-9
983653200,3.1,8.2,486.0,3.84,-1.94,-6
983656800,1.6,9.8,477.0,4.35,-0.72,-2
983660400,-1.0,7.9,482.0,3.54,-0.39,-5
983664000,-2.9,7.4,482.0,3.33,0.24,-7
983667600,-2.7,7.0,478.0,3.11,0.1,-7
983671200,-1.2,9.3,467.0,3.78,-0.28,-5
983674800,1.1,11.4,473.0,4.7,-0.09,-5
983678400,-2.5,8.9,450.0,3.27,0.77,-8
983682000,-1.7,8.9,454.0,3.35,0.36,-11
983685600,1.2,2.5,452.0,0.92,-0.72,-11
983689200,1.9,3.7,446.0,1.34,-1.03,-11
983692800,-0.1,4.1,438.0,1.57,-0.26,-10
983696400,-5.8,1.3,445.0,0.53,2.0,-14
983700000,-6.3,1.2,444.0,0.48,2.31,-20
983703600,-5.2,2.0,431.0,0.75,1.77,-24
983707200,-4.0,3.0,436.0,1.15,1.31,-23
983710800,-2.2,5.2,457.0,2.05,0.91,-14
983714400,-1.6,5.5,452.0,2.14,0.63,-11
983718000,-2.3,5.4,461.0,2.17,0.83,-16
983721600,-3.7,6.1,441.0,2.35,1.15,-16
983725200,-4.6,4.2,443.0,1.6,1.15,-17
983728800,-6.5,6.3,437.0,2.35,1.88,-14
983732400,-8.0,7.0,431.0,2.55,2.63,-19
983736000,-8.9,8.1,440.0,3.15,3.52,-24
983739600,-9.6,8.6,445.0,3.34,3.12,-29
983743200,-10.7,7.2,426.0,2.57,3.62,-44
983746800,-10.5,5.0,416.0,1.81,4.95,-52
983750400,-9.8,4.5,427.0,1.79,5.34,-71
983754000,-5.5,3.6,435.0,1.47,4.35,-71
983757600,-2.1,9.3,435.0,3.79,2.13,-73
983761200,-0.3,11.8,432.0,4.78,0.39,-58
983764800,4.3,12.2,436.0,5.03,-1.35,-48
983768400,3.4,15.0,458.0,7.25,-2.15,-39
983772000,-0.9,11.4,470.0,5.64,-0.19,-41
983775600,-4.7,8.7,478.0,4.04,0.96,-52
983779200,0.1,7.3,499.0,3.5,-1.45,-53
983782800,0.0,6.2,502.0,3.43,-1.31,-43
983786400,1.7,6.0,500.0,3.3,-2.1,-34
983790000,5.2,7.0,511.0,3.97,-3.78,-30
983793600,3.9,6.5,494.0,3.32,-3.21,-29
983797200,4.5,6.5,500.0,3.37,-3.65,-24
983800800,5.6,6.7,501.0,3.57,-4.21,-22
983804400,6.1,6.0,495.0,3.13,-4.6,-22
983808000,0.3,8.4,498.0,4.22,-1.49,-16
983811600,0.7,9.5,508.0,4.99,-1.78,-14
983815200,0.7,8.4,498.0,3.97,-1.99,-14
983818800,0.6,6.4,507.0,3.25,-2.28,-12
983822400,0.6,5.8,506.0,3.14,-1.97,-12
983826000,3.1,4.7,503.0,2.57,-3.27,-14
983829600,1.2,3.1,544.0,1.84,-1.36,-17
983833200,0.4,2.4,569.0,1.58,-0.91,-18
983836800,-0.4,2.5,579.0,1.71,-0.93,-17
983840400,-0.8,2.3,562.0,1.49,-0.28,-17
983844000,-0.4,2.5,552.0,1.54,-0.61,-20
983847600,1.1,2.6,541.0,1.55,-0.7,-23
983851200,0.9,2.9,536.0,1.68,-0.11,-24
983854800,2.5,2.9,535.0,1.62,-1.66,-23
983858400,1.5,2.9,525.0,1.55,-1.0,-21
983862000,2.1,3.0,526.0,1.61,-1.42,-16
983865600,0.9,3.1,519.0,1.64,-0.83,-13
983869200,3.7,3.4,514.0,1.78,-1.85,-13
983872800,2.3,4.0,521.0,2.21,-1.04,-10
983876400,1.3,4.1,504.0,2.11,-0.6,-11
983880000,2.1,4.6,513.0,2.39,-1.08,-12
983883600,2.3,4.6,504.0,2.3,-1.01,-12
983887200,1.6,4.6,506.0,2.28,-0.71,-14
983890800,2.0,4.3,504.0,2.12,-1.41,-14
983894400,0.8,4.2,490.0,1.95,-0.73,-12
983898000,2.1,4.1,495.0,1.94,-1.19,-11
983901600,-0.4,4.1,500.0,2.0,0.05,-8
983905200,-1.0,4.1,500.0,2.02,1.0,-8
983908800,-0.5,3.7,496.0,1.76,-0.1,-12
983912400,-1.0,3.2,514.0,1.64,-0.57,-10
983916000,1.7,3.5,504.0,1.73,-1.41,-7
983919600,0.3,3.4,498.0,1.66,-0.9,-6
983923200,-1.3,3.4,485.0,1.55,0.19,-7
983926800,-0.3,3.1,498.0,1.49,-0.6,-5
983930400,1.3,3.3,514.0,1.68,-1.28,-5
983934000,-1.3,3.2,500.0,1.58,0.2,-8
983937600,-1.4,3.6,490.0,1.73,0.78,-14
983941200,-1.0,2.9,492.0,1.36,0.44,-17
983944800,-0.8,2.8,482.0,1.29,0.14,-16
983948400,0.2,2.6,480.0,1.19,-0.43,-11
983952000,1.2,2.8,479.0,1.24,-0.72,-9
983955600,-1.1,2.8,467.0,1.17,0.28,-7
983959200,-0.9,3.5,459.0,1.49,0.5,-8
983962800,-0.5,3.1,469.0,1.37,0.05,-13
983966400,1.7,3.0,483.0,1.41,-1.06,-12
983970000,0.5,3.1,484.0,1.45,-0.58,-9
983973600,-0.8,3.1,483.0,1.43,-0.14,-8
983977200,-2.7,3.1,467.0,1.33,0.79,-9
983980800,-3.5,3.1,461.0,1.28,1.29,-13
983984400,-2.0,3.0,447.0,1.17,0.45,-14
983988000,-1.7,3.1,449.0,1.23,0.27,-11
983991600,-0.6,3.2,453.0,1.29,-0.23,-8
983995200,-0.5,3.1,454.0,1.28,-0.45,-6
983998800,-1.9,2.9,461.0,1.21,0.05,-5
984002400,-2.9,3.5,456.0,1.43,0.91,-6
984006000,1.8,3.9,447.0,1.53,-0.49,-6
984009600,0.4,3.7,444.0,1.45,-0.31,-5
984013200,2.1,3.9,445.0,1.5,-0.76,-3
984016800,3.0,4.1,460.0,1.67,-0.74,-2
984020400,1.1,4.1,445.0,1.56,-0.58,-4
984024000,-0.4,3.9,440.0,1.48,-0.18,-5
984027600,-2.0,4.0,446.0,1.56,0.36,-5
984031200,-2.3,3.9,452.0,1.53,0.41,-8
984034800,-2.0,3.8,447.0,1.46,0.31,-12
984038400,-2.5,3.7,439.0,1.39,0.66,-14
984042000,-2.0,3.6,446.0,1.39,0.62,-16
984045600,2.7,3.9,446.0,1.54,-1.34,-14
984049200,3.2,3.8,443.0,1.45,-1.51,-9
984052800,3.8,3.8,457.0,1.53,-1.74,-4
984056400,2.4,4.1,457.0,1.64,-1.05,-2
984060000,-1.0,3.9,469.0,1.65,-0.0,-1
984063600,0.0,3.6,466.0,1.51,-0.75,-3
984067200,-1.8,3.6,464.0,1.48,-0.05,0
984070800,-1.1,3.8,457.0,1.51,-0.09,1
984074400,0.7,3.6,444.0,1.34,-0.22,-1
984078000,-3.0,3.5,444.0,1.31,0.89,-1
984081600,-3.2,3.3,444.0,1.23,0.89,-4
984085200,-2.8,3.4,447.0,1.28,0.31,-9
984088800,-0.7,3.5,452.0,1.36,-0.45,-10
984092400,-2.8,3.5,451.0,1.36,0.27,-5
984096000,-1.0,3.6,440.0,1.33,-0.57,-6
984099600,0.3,3.9,434.0,1.42,-0.48,-4
984103200,-1.2,3.3,427.0,1.17,-0.04,-6
984106800,1.7,3.7,425.0,1.28,-0.64,-7
984110400,-2.0,3.3,429.0,1.18,0.26,-8
984114000,-1.9,3.4,445.0,1.33,0.27,-7
984117600,2.7,3.5,450.0,1.4,-1.49,-7
984121200,2.9,3.6,455.0,1.5,-1.5,-3
984124800,3.9,3.8,460.0,1.64,-1.61,0
984128400,-1.3,3.2,445.0,1.28,0.4,-3
984132000,0.6,3.4,453.0,1.39,-0.54,-8
984135600,-1.0,3.3,446.0,1.31,0.18,-12
984139200,-0.9,3.2,448.0,1.27,0.18,-11
984142800,-2.3,3.1,445.0,1.21,0.62,-10
984146400,-3.4,3.2,448.0,1.22,1.08,-12
984150000,2.3,3.2,432.0,1.15,-1.17,-12
984153600,2.2,3.3,431.0,1.2,-1.21,-7
984157200,3.6,3.9,437.0,1.44,-1.7,-5
984160800,2.8,4.4,434.0,1.63,-1.26,-3
984164400,2.2,4.1,435.0,1.54,-1.09,-1
984168000,0.1,4.1,432.0,1.53,-0.39,-1
984171600,1.4,4.1,440.0,1.57,-1.32,0
984175200,3.2,4.1,432.0,1.49,-1.68,1
984178800,2.2,4.1,431.0,1.49,-1.55,3
984182400,-0.2,4.1,433.0,1.5,-0.78,5
984186000,0.1,4.0,421.0,1.42,-0.72,6
984189600,-0.2,4.2,414.0,1.42,-0.46,6
984193200,0.0,4.1,418.0,1.41,-0.59,3
984196800,-3.0,4.1,420.0,1.43,0.71,0
984200400,-0.9,4.0,410.0,1.33,0.16,-2
984204000,2.7,4.3,427.0,1.6,-1.15,0
984207600,2.1,4.3,419.0,1.61,-0.92,2
984211200,-0.6,4.1,418.0,1.51,0.13,0
984214800,2.3,4.0,421.0,1.48,-0.97,-4
984218400,0.6,4.2,417.0,1.52,-0.21,-2
984222000,0.9,4.6,429.0,1.78,-0.21,0
984225600,1.9,4.3,429.0,1.62,-0.94,2
984229200,0.5,3.9,426.0,1.41,-0.55,2
984232800,2.5,3.6,427.0,1.35,-1.28,2
984236400,-0.5,3.7,427.0,1.37,-0.17,3
984240000,0.3,3.4,428.0,1.28,-0.56,4
984243600,-1.3,3.6,427.0,1.33,0.38,6
984247200,-1.4,3.7,426.0,1.31,0.43,3
984250800,-1.6,3.6,423.0,1.27,0.3,1
984254400,1.5,3.2,422.0,1.14,-1.05,-1
984258000,0.8,2.7,411.0,0.89,-0.9,2
984261600,3.9,3.1,415.0,1.04,-1.62,2
984265200,3.9,3.1,415.0,1.05,-1.45,3
984268800,1.5,3.2,413.0,1.06,-0.78,3
984272400,-1.8,3.0,412.0,1.01,0.12,3
984276000,-2.1,2.8,408.0,0.92,0.45,1
984279600,-1.2,2.6,407.0,0.85,0.08,-1
984283200,0.3,2.5,408.0,0.82,-0.45,-1
984286800,0.1,2.7,411.0,0.89,-0.41,1
984290400,-0.3,2.9,406.0,0.95,0.04,0
984294000,-0.1,2.8,403.0,0.89,-0.12,-3
984297600,0.3,2.7,408.0,0.89,-0.37,-2
984301200,0.4,2.8,405.0,0.9,-0.28,-2
984304800,0.5,3.0,401.0,0.92,-0.36,-2
984308400,-0.7,2.9,393.0,0.86,0.12,-1
984312000,-1.4,2.8,394.0,0.84,0.35,-2
984315600,1.5,2.8,387.0,0.81,-0.77,-1
984319200,1.2,2.7,382.0,0.75,-0.73,0
984322800,1.7,2.3,376.0,0.61,-0.79,0
984326400,-1.2,2.7,376.0,0.72,0.04,1
984330000,-1.2,2.5,373.0,0.66,-0.0,0
984333600,-1.7,2.8,375.0,0.74,0.07,1
984337200,-0.5,2.7,374.0,0.71,-0.41,3
984340800,-0.7,3.7,377.0,0.99,-0.38,6
984344400,-0.9,3.8,373.0,0.98,-0.34,8
984348000,-0.7,3.7,368.0,0.92,-0.37,9
984351600,-0.6,3.7,369.0,0.95,-0.44,7
984355200,-1.1,3.6,363.0,0.89,-0.33,7
984358800,-0.3,3.3,358.0,0.8,-0.47,8
984362400,-0.2,2.6,344.0,0.6,-0.41,7
984366000,-0.1,3.6,346.0,0.81,-0.55,7
984369600,0.1,3.1,340.0,0.65,-0.41,6
984373200,0.2,3.2,330.0,0.66,-0.36,7
984376800,-1.3,6.8,344.0,1.5,-0.03,12
984380400,-2.5,9.5,354.0,2.15,0.35,13
984384000,-1.6,10.0,356.0,2.24,0.04,12
984387600,-3.4,13.1,356.0,3.05,0.64,12
984391200,-7.2,9.5,361.0,2.22,2.17,5
984394800,-8.2,8.9,360.0,2.0,2.52,-7
984398400,-0.4,15.7,367.0,3.79,0.07,-7
984402000,4.2,12.7,359.0,2.92,-1.97,-6
984405600,5.0,16.8,359.0,3.93,-2.15,8
984409200,2.9,26.1,367.0,6.39,-0.66,14
984412800,-1.5,17.5,372.0,4.34,1.34,8
984416400,0.4,18.8,385.0,5.06,0.73,5
984420000,-0.3,12.8,385.0,3.46,1.35,0
984423600,-2.9,11.3,399.0,3.39,2.23,0
984427200,-0.3,5.8,399.0,1.79,2.0,-14
984430800,-0.6,4.0,400.0,1.32,1.92,-20
984434400,-0.2,4.1,396.0,1.38,2.22,-26
984438000,1.2,3.6,390.0,1.07,1.68,-28
984441600,1.3,2.8,396.0,0.82,1.7,-24
984445200,1.8,3.9,393.0,1.15,1.26,-23
984448800,1.1,4.2,396.0,1.26,1.23,-22
984452400,1.9,3.6,404.0,1.31,0.36,-25
984456000,2.2,3.7,390.0,1.19,0.23,-25
984459600,0.2,3.3,390.0,1.03,0.94,-24
984463200,1.2,4.3,384.0,1.23,0.35,-25
984466800,0.5,3.7,382.0,1.03,0.61,-24
984470400,-1.6,3.3,389.0,0.94,1.36,-21
984474000,-2.9,5.9,388.0,1.6,1.63,-18
984477600,-2.2,5.6,377.0,1.41,1.36,-19
984481200,-1.8,7.6,377.0,1.94,1.21,-17
984484800,4.8,5.7,375.0,1.45,-1.09,-16
984488400,4.4,6.1,375.0,1.54,-0.9,-6
984492000,5.1,8.0,369.0,1.94,-1.37,-2
984495600,4.8,7.5,367.0,1.77,-1.43,-3
984499200,-0.2,6.6,390.0,1.86,0.74,-6
984502800,2.2,6.5,396.0,2.11,-0.59,-8
984506400,-0.1,5.1,412.0,1.78,0.45,-5
984510000,-1.6,4.9,411.0,1.76,-0.16,-2
984513600,-4.6,4.9,400.0,1.62,1.24,-1
984517200,-2.7,4.9,401.0,1.57,0.56,-9
984520800,-2.2,4.9,398.0,1.6,-0.04,-10
984524400,-3.6,4.6,393.0,1.42,1.26,-8
984528000,-0.1,5.2,404.0,1.76,0.53,-5
984531600,-0.1,6.3,414.0,2.21,0.54,1
984535200,-2.9,6.5,407.0,2.16,0.77,1
984538800,-3.1,7.4,403.0,2.4,0.56,-3
984542400,-2.3,6.7,403.0,2.17,0.77,-10
984546000,-0.9,7.5,411.0,2.41,0.04,-10
984549600,-2.4,5.6,416.0,2.17,0.92,-13
984553200,-2.5,5.2,419.0,1.89,1.17,-15
984556800,-3.8,4.4,420.0,1.45,1.51,-17
984560400,-1.2,4.6,405.0,1.41,0.61,-24
984564000,0.5,4.6,406.0,1.55,0.08,-23
984567600,-0.5,4.4,411.0,1.47,0.58,-14
984571200,-0.9,4.2,407.0,1.39,0.69,-9
984574800,1.6,4.0,413.0,1.36,-0.17,-7
984578400,0.3,4.1,402.0,1.33,0.28,-6
984582000,1.2,4.1,407.0,1.36,0.08,-6
984585600,0.2,4.4,411.0,1.49,0.66,-5
984589200,0.6,4.1,412.0,1.27,0.82,-7
984592800,3.5,3.7,411.0,1.12,-0.21,-11
984596400,3.3,3.1,406.0,0.93,-0.12,-9
984600000,3.4,3.1,408.0,0.93,-0.2,-6
984603600,1.9,3.2,391.0,0.89,0.43,-5
984607200,1.8,3.2,386.0,0.88,0.19,-6
984610800,3.2,3.5,388.0,0.96,-0.39,-4
984614400,1.7,3.4,388.0,0.93,0.19,-3
984618000,1.9,3.6,383.0,0.96,-0.15,-2
984621600,0.1,3.7,389.0,1.02,-0.54,-3
984625200,1.3,3.8,378.0,0.98,-0.98,-4
984628800,1.2,3.5,375.0,0.88,-0.38,-5
984632400,3.8,3.4,366.0,0.81,-1.13,-4
984636000,0.6,4.3,366.0,1.05,0.33,-2
984639600,0.1,4.4,360.0,1.04,0.4,-3
984643200,-0.2,4.6,358.0,1.04,0.47,-5
984646800,0.3,4.1,349.0,0.9,0.17,-8
984650400,0.0,3.9,339.0,0.8,0.24,-7
984654000,0.2,4.4,338.0,0.9,0.24,-5
984657600,0.1,4.0,339.0,0.82,0.27,-5
984661200,-0.2,999.9,328.0,99.99,0.39,-6
984664800,0.3,999.9,325.0,99.99,0.26,-7
984668400,0.3,999.9,331.0,99.99,0.23,-5
984672000,1.8,999.9,323.0,99.99,-0.16,-2
984675600,3.4,999.9,320.0,99.99,-0.8,-2
984679200,2.3,999.9,315.0,99.99,-0.44,1
984682800,0.1,999.9,308.0,99.99,0.52,4
984686400,-0.1,999.9,310.0,99.99,0.65,4
984690000,0.1,999.9,305.0,99.99,0.61,2
984693600,-0.1,999.9,314.0,99.99,0.03,2
984697200,1.3,999.9,302.0,99.99,-0.76,3
984700800,3.0,999.9,301.0,99.99,-0.93,6
984704400,3.3,999.9,301.0,99.99,-0.81,7
984708000,2.5,999.9,299.0,99.99,-0.54,6
984711600,2.8,999.9,293.0,99.99,-0.59,5
984715200,3.1,999.9,291.0,99.99,-0.67,6
984718800,3.2,999.9,289.0,99.99,-0.69,6
984722400,2.0,999.9,297.0,99.99,-0.71,5
984726000,1.4,999.9,298.0,99.99,-0.63,5
984729600,1.4,999.9,296.0,99.99,-0.59,6
984733200,0.9,999.9,296.0,99.99,-0.38,5
984736800,0.6,999.9,296.0,99.99,-0.33,5
984740400,0.8,999.9,294.0,99.99,-0.24,8
984744000,-0.5,999.9,300.0,99.99,0.18,11
984747600,-1.9,999.9,299.0,99.99,0.57,9
984751200,-1.8,999.9,301.0,99.99,0.6,4
984754800,-1.9,999.9,306.0,99.99,0.86,1
984758400,-2.6,999.9,300.0,99.99,0.93,1
984762000,-2.0,999.9,300.0,99.99,0.15,0
984765600,1.2,999.9,302.0,99.99,-0.82,2
984769200,-3.9,999.9,288.0,99.99,0.78,6
984772800,-3.7,999.9,287.0,99.99,0.77,4
984776400,-1.4,999.9,285.0,99.99,-0.28,2
984780000,-0.3,999.9,285.0,99.99,-0.74,3
984783600,-0.3,999.9,280.0,99.99,-0.62,6
984787200,0.0,999.9,274.0,99.99,-0.55,5
984790800,-0.6,999.9,271.0,99.99,-0.14,5
984794400,-0.6,999.9,276.0,99.99,0.17,3
984798000,-0.5,999.9,281.0,99.99,0.53,3
984801600,1.5,999.9,282.0,99.99,-0.59,4
984805200,1.9,999.9,279.0,99.99,-0.47,7
984808800,2.1,999.9,280.0,99.99,-0.9,8
984812400,2.6,999.9,289.0,99.99,-1.04,8
984816000,2.6,999.9,282.0,99.99,-0.76,7
984819600,2.3,999.9,279.0,99.99,-0.67,8
984823200,4.2,999.9,287.0,99.99,-1.15,8
984826800,1.4,999.9,288.0,99.99,-0.26,8
984830400,-1.6,999.9,304.0,99.99,0.18,8
984834000,2.4,999.9,306.0,99.99,-0.98,9
984837600,2.0,999.9,309.0,99.99,-0.83,12
984841200,-3.8,999.9,324.0,99.99,1.39,12
984844800,-3.5,999.9,321.0,99.99,1.44,8
984848400,1.5,999.9,314.0,99.99,0.35,4
984852000,-3.0,999.9,311.0,99.99,1.34,1
984855600,-3.0,999.9,314.0,99.99,1.41,-1
984859200,5.6,999.9,310.0,99.99,-0.81,-3
984862800,6.3,999.9,305.0,99.99,-1.22,0
984866400,0.4,999.9,308.0,99.99,0.83,2
984870000,0.6,999.9,308.0,99.99,0.71,-2
984873600,-2.3,999.9,310.0,99.99,1.49,-5
984877200,-3.5,999.9,310.0,99.99,1.52,-9
984880800,2.2,999.9,295.0,99.99,-0.27,-7
984884400,-0.2,999.9,301.0,99.99,0.39,-1
984888000,-3.7,999.9,313.0,99.99,1.63,-3
984891600,-1.4,999.9,316.0,99.99,1.14,-10
984895200,-1.8,999.9,316.0,99.99,0.95,-11
984898800,-2.2,999.9,322.0,99.99,1.13,-8
984902400,-1.3,999.9,326.0,99.99,0.81,-5
984906000,1.0,999.9,327.0,99.99,-0.13,-5
984909600,-3.1,999.9,326.0,99.99,1.14,-5
984913200,-2.9,999.9,320.0,99.99,1.02,-8
984916800,-2.3,999.9,323.0,99.99,0.94,-8
984920400,-1.3,999.9,330.0,99.99,0.66,-5
984924000,-0.2,999.9,329.0,99.99,0.33,-4
984927600,1.1,999.9,319.0,99.99,-0.16,-3
