Time,vx,vy,vz,x,y,z,Bx,By,Bz,n
1542934830.0,-362.28429412841797,28.854250609874725,3.709374949336052,1519567.4375,-177910.6875,126901.5625,2.172187477350235,-3.404249995946884,-0.9474999979138374,3.750509262084961
1542934890.0,-359.3296365737915,24.46543824672699,6.290906101465225,1519565.5625,-177915.59375,126903.4375,3.0135000199079514,-2.293500080704689,-0.44706248678267,4.564181208610535
1542934950.0,-360.02788639068604,27.517843425273895,5.8777498453855515,1519563.6875,-177920.9375,126905.3125,2.6593749076128006,-2.1296248883008957,-0.6199375130236149,4.400587379932404
1542935010.0,-359.0641841888428,27.180343747138977,5.5437187403440475,1519561.8125,-177926.5625,126906.59375,3.4828750640153885,-2.8788125663995743,-0.027249998645856977,4.423656105995178
1542935070.0,-358.31554985046387,24.1474689245224,6.092343702912331,1519559.9375,-177931.65625,126908.0625,3.061937525868416,-3.096000075340271,0.06924999901093543,4.770753040909767
1542935130.0,-358.5536870956421,26.607000052928925,6.086718663573265,1519558.53125,-177936.8125,126909.9375,2.926687553524971,-3.2144375145435333,-0.050250000625965185,4.849831268191338
1542935190.0,-359.5916996002197,28.58706259727478,6.196343719959259,1519557.1875,-177942.4375,126911.8125,2.728249952197075,-3.028000086545944,-0.03587499924469739,4.807343855500221
1542935250.0,-360.33087825775146,28.08962470293045,6.77781243622303,1519555.3125,-177947.71875,126913.6875,2.5180624574422836,-3.146562471985817,0.04324999894015491,5.053593769669533
1542935310.0,-358.28533267974854,31.493031084537506,7.4004998207092285,1519553.4375,-177952.6875,126915.5625,3.1420625299215317,-2.419562414288521,0.48487498983740807,5.4668155163526535
1542935370.0,-358.4846181869507,28.92368769645691,8.091218426823616,1519551.5625,-177958.3125,126917.4375,3.5082500278949738,-2.389687493443489,0.2873125036712736,5.470690652728081
1542935430.0,-359.1091556549072,26.09587436914444,6.284031301736832,1519549.6875,-177963.78125,126919.3125,2.837937444448471,-2.729625016450882,-0.19893749430775642,5.44709675014019
1542935490.0,-360.63849544525146,29.68950068950653,5.3090310245752335,1519547.8125,-177968.5625,126921.09375,2.966437518596649,-2.9365625232458115,-0.015500000910833478,4.654806315898895
1542935550.0,-360.2535638809204,21.355686902999878,6.738781034946442,1519545.9375,-177974.15625,126922.0625,2.7274374961853027,-2.6234999299049377,0.1410625074058771,4.994646713137627
1542935610.0,-359.5804510116577,24.07631230354309,6.702218949794769,1519544.0625,-177978.84375,126923.9375,2.744499996304512,-3.0111874639987946,0.4591874983161688,5.038053348660469
1542935670.0,-360.06730937957764,21.885062634944916,7.498499885201454,1519542.1875,-177984.4375,126925.8125,-0.10056250263005495,-3.0943749248981476,-0.8869999945163727,4.995637372136116
1542935730.0,-358.76494312286377,25.24421864748001,6.290062576532364,1519540.3125,-177990.0625,126927.6875,0.028437498956918716,-3.17306250333786,-0.695062518119812,5.780343592166901
1542935790.0,-356.7382183074951,30.732656359672546,5.573656320571899,1519538.4375,-177994.90625,126929.5625,0.4244375005364418,-3.0509999990463257,-0.46175000444054604,5.435953244566917
1542935850.0,-358.44756507873535,23.685843527317047,6.877500057220459,1519536.5625,-178000.3125,126931.4375,0.6956875026226044,-2.8322500437498093,-0.22256250586360693,5.627428308129311
1542935910.0,-362.73530864715576,22.0025617480278,7.2903749495744705,1519534.6875,-178005.9375,126933.3125,0.290375005453825,-3.044562503695488,0.1771874997066334,5.758331328630447
1542935970.0,-366.09115505218506,18.8686243891716,6.62359382212162,1519532.8125,-178010.96875,126935.1875,0.11131250439211726,-3.043250009417534,-0.890937514603138,5.221324905753136
1542936030.0,-366.8784418106079,18.536374926567078,5.832656219601631,1519530.9375,-178016.1875,126936.53125,-0.5503749996423721,-2.8913750052452087,-1.1830000281333923,4.709928065538406
1542936090.0,-365.8879699707031,21.35637527704239,6.5634374767541885,1519529.0625,-178021.8125,126937.9375,0.38468750566244125,-2.726125046610832,-0.16149999853223562,4.663849949836731
1542936150.0,-362.4331884384155,18.428500056266785,7.799093931913376,1519527.1875,-178027.03125,126939.8125,1.4355625212192535,-2.789312422275543,0.3436875082552433,5.429906249046326
1542936210.0,-358.2053174972534,14.038155674934387,7.652031287550926,1519525.3125,-178032.0625,126941.6875,1.5813749954104424,-2.783687546849251,0.37537499982863665,6.57534384727478
1542936270.0,-364.732136408488,17.45505154132843,6.559437567989032,1519523.4375,-178037.6875,126943.5625,1.8965000584721565,-2.884062498807907,0.7985000126063824,6.11043256521225
1542936330.0,-371.2589553197225,20.871947407722473,5.466843848427137,1519521.5625,-178043.09375,126945.4375,-0.3666249979287386,-3.608499988913536,-0.5944375172257423,5.645521283149719
1542936390.0,-377.78577423095703,24.288843274116516,4.374250128865242,1519519.6875,-178047.9375,126947.3125,-1.0402499660849571,-3.723937451839447,-1.04768755286932,5.180610001087189
1542936450.0,-382.96170806884766,23.612625122070312,3.414437457919121,1519517.8125,-178053.5625,126949.1875,-1.0408750101923943,-3.750374972820282,-0.722062487155199,4.715698719024658
1542936510.0,-380.149658203125,12.566780924797058,6.1140938848257065,1519515.9375,-178059.15625,126951.03125,-1.8616250231862068,-1.818375013768673,-1.0406874939799309,4.250787436962128
1542936570.0,-377.64935302734375,17.99021828174591,7.226906195282936,1519514.0625,-178063.84375,126951.96875,-1.1377500370144844,-2.9066875129938126,-0.9632499776780605,4.328412353992462
1542936630.0,-373.4054126739502,9.859781205654144,7.935531347990036,1519512.1875,-178069.4375,126953.8125,-0.6685625072568655,-3.341749981045723,-0.9223749972879887,4.431593656539917
1542936690.0,-372.0671148300171,14.723156243562698,6.890406280755997,1519510.3125,-178075.0625,126955.6875,-0.7520624957978725,-3.4036250561475754,-1.0000000186264515,4.589740410447121
1542936750.0,-372.5716609954834,13.15721869468689,6.685562402009964,1519508.4375,-178079.90625,126957.5625,-0.9578749947249889,-3.2133750170469284,-1.0381874665617943,4.764131382107735
1542936810.0,-377.1946849822998,2.119437523186207,6.2360624223947525,1519506.5625,-178085.3125,126959.4375,-1.5846249759197235,-2.401562586426735,0.34550001844763756,5.6216564029455185
1542936870.0,-374.4793167114258,11.616593189537525,7.291781097650528,1519504.6875,-178090.9375,126961.3125,-0.8722500018775463,-3.776750013232231,-0.7729999981820583,5.169678300619125
1542936930.0,-372.74828338623047,13.929843127727509,6.521499902009964,1519502.8125,-178095.96875,126963.1875,-1.0053124837577343,-3.995125025510788,-1.3249375149607658,4.288403205573559
1542936990.0,-372.80358695983887,12.300780981779099,5.760187402367592,1519500.9375,-178101.1875,126964.53125,-1.0794375389814377,-4.097874939441681,-1.1383749768137932,4.124409295618534
1542937050.0,-374.9181261062622,7.415468688588589,6.160031229257584,1519499.0625,-178106.34375,126965.9375,-1.5526249930262566,-1.535062462091446,-1.7156875133514404,4.904034361243248
1542937110.0,-376.9525671005249,1.5805937252007425,6.133812606334686,1519497.1875,-178111.4375,126967.8125,-1.0146249830722809,-1.2166249603033066,-1.2369999960064888,5.874984472990036
1542937170.0,-376.41789627075195,5.945656098425388,6.070812553167343,1519495.3125,-178117.0625,126969.6875,-0.43299998715519905,-1.4401874542236328,-1.094125047326088,5.824193850159645
1542937230.0,-378.14402294158936,9.850155919790268,6.379812464118004,1519493.4375,-178122.40625,126971.5625,-0.8834999911487103,-2.1289374753832817,-1.4563749730587006,4.919356405735016
1542937290.0,-379.10978507995605,9.816499590873718,5.709031105041504,1519491.5625,-178127.3125,126973.4375,-0.7128124944865704,-3.119562551379204,-1.326562538743019,4.572725057601929
1542937350.0,-376.5002508163452,14.277593210339546,6.140750154852867,1519489.6875,-178132.9375,126975.3125,-1.0926250517368317,-2.4551875293254852,-1.497187502682209,4.51566269993782
1542937410.0,-380.32720947265625,5.351468935608864,5.260625198483467,1519487.8125,-178138.46875,126977.1875,-1.3564374819397926,-2.8026250153779984,-1.6554375067353249,5.422178313136101
1542937470.0,-378.5250539779663,10.472031563520432,6.487437412142754,1519485.9375,-178143.1875,126979.03125,-0.8156249932944775,-2.8247500509023666,-1.3126875162124634,5.272925108671188
1542937530.0,-375.43695163726807,9.962968856096268,6.860562637448311,1519484.0625,-178148.8125,126979.96875,0.03381250239908695,-3.044500008225441,-0.9948124960064888,5.789675027132034
1542937590.0,-376.14601135253906,-1.1546562165021896,5.56165637075901,1519482.1875,-178154.4375,126981.8125,-0.17868749983608723,-3.0935624539852142,-1.2966874912381172,5.732587292790413
1542937650.0,-374.1602897644043,10.364218786358833,5.243750050663948,1519480.3125,-178159.21875,126983.6875,-0.1315624974668026,-3.9796876162290573,-1.5468124747276306,4.5996751338243484
1542937710.0,-373.07701110839844,8.546718791127205,6.073281303048134,1519478.4375,-178164.6875,126985.5625,-0.1964375041425228,-4.073125034570694,-1.4761250019073486,4.144737392663956
1542937770.0,-372.2643232345581,14.130780801177025,5.993718788027763,1519476.5625,-178170.3125,126987.4375,-0.26299999561160803,-4.177687436342239,-1.489812508225441,4.120837599039078
1542937830.0,-371.08063220977783,14.52696841955185,5.99662509560585,1519474.6875,-178175.28125,126989.3125,-0.12643750198185444,-4.306437730789185,-1.467000000178814,3.88236565887928
1542937890.0,-370.07519340515137,11.331656068563461,6.07824994623661,1519472.8125,-178180.5625,126991.1875,0.3776874989271164,-4.344187557697296,-1.3642499521374702,4.061284244060516
1542937950.0,-368.5227870941162,11.078906059265137,5.393125027418137,1519470.9375,-178186.1875,126993.0625,0.6382500138133764,-4.398187667131424,-1.2569374665617943,4.438540458679199
1542938010.0,-368.5091972351074,9.772031232714653,4.922968879342079,1519469.0625,-178191.34375,126994.46875,1.0249375477433205,-4.49125012755394,-1.1535000056028366,4.643477991223335
1542938070.0,-369.05291748046875,9.816843673586845,4.982625097036362,1519467.1875,-178196.4375,126995.8125,1.1501875445246696,-4.440750062465668,-1.165687456727028,4.64509990811348
1542938130.0,-368.1848449707031,12.56124958395958,4.803093805909157,1519465.3125,-178202.0625,126997.6875,1.0247499980032444,-4.374874860048294,-1.1201250478625298,4.568437501788139
1542938190.0,-368.1360902786255,10.553593426942825,4.6748436242341995,1519463.4375,-178207.40625,126999.5625,1.1223125159740448,-4.391187489032745,-1.2028749585151672,4.537687584757805
1542938250.0,-367.9168923695882,10.109145651261011,4.613145709037781,1519461.5625,-178212.3125,127001.4375,1.4163749888539314,-4.414374828338623,-0.8696874789893627,4.550697912772496
1542938310.0,-367.69769446055096,9.664697875579199,4.551447793841362,1519459.6875,-178217.9375,127003.3125,1.2874374613165855,-4.425687372684479,-0.7543125189840794,4.5637082407871885
1542938370.0,-367.4784965515137,9.220250099897385,4.489749878644943,1519457.8125,-178223.46875,127005.1875,1.0167499706149101,-4.572687596082687,-1.0053750164806843,4.57671856880188
1542938430.0,-365.1214208602905,12.544249683618546,4.492250204086304,1519455.9375,-178228.1875,127007.0625,0.928125012665987,-4.575874894857407,-1.0441250056028366,4.468743592500687
1542938490.0,-367.92359256744385,11.561750262975693,4.349749803543091,1519454.0625,-178233.8125,127008.9375,0.9128750078380108,-4.459187477827072,-0.8473749831318855,4.704056471586227
1542938550.0,-364.1627254486084,16.37471827864647,3.86740630120039,1519452.1875,-178238.53125,127009.90625,0.9701250158250332,-4.417812645435333,-0.8438125029206276,4.8994030356407166
1542938610.0,-363.1244487762451,21.47528088092804,3.855968691408634,1519450.3125,-178244.0625,127011.6875,1.8548125326633453,-4.14012485742569,-0.45693750865757465,5.066624864935875
1542938670.0,-364.26693630218506,14.836375176906586,4.373937636613846,1519448.4375,-178249.6875,127013.5625,1.969812497496605,-4.179187476634979,-0.40831249579787254,4.843453228473663
1542938730.0,-365.2891511917114,14.864343911409378,4.323656409978867,1519446.5625,-178254.59375,127015.4375,1.8813124597072601,-4.22993740439415,-0.3450625017285347,4.814700186252594
1542938790.0,-365.9926538467407,13.149750024080276,4.7585625648498535,1519444.6875,-178259.9375,127017.3125,1.8051875159144402,-4.266124814748764,0.008812500745989382,4.855181246995926
1542938850.0,-365.9413661956787,14.129249930381775,4.355656303465366,1519442.8125,-178265.5625,127019.1875,1.5389375016093254,-4.307937651872635,-0.13118750089779496,4.92098131775856
